date,APR Las Canteras >> Caseta 7 >> Estado Bomba Elevadora 2(22804),APR Las Canteras >> Caseta 7 >> Estado Bomba Elevadora 1(22793),APR Las Canteras >> Caseta 1 >> Estado Bomba Elevadora 2(22739),APR Las Canteras >> Caseta 1 >> Estado Bomba Elevadora 1(22728)
2020-12-16 10:23:59-03:00,0.0,0.0,,
2020-12-16 10:25:47-03:00,,,0.0,0.0
2020-12-16 10:28:59-03:00,0.0,0.0,,
2020-12-16 10:30:47-03:00,,,0.0,0.0
2020-12-16 10:34:00-03:00,0.0,0.0,,
2020-12-16 10:35:48-03:00,,,0.0,0.0
2020-12-16 10:39:00-03:00,0.0,0.0,,
2020-12-16 10:40:48-03:00,,,0.0,0.0
2020-12-16 10:44:01-03:00,0.0,0.0,,
2020-12-16 10:45:48-03:00,,,0.0,0.0
2020-12-16 10:49:01-03:00,0.0,0.0,,
2020-12-16 10:50:49-03:00,,,0.0,0.0
2020-12-16 10:54:02-03:00,0.0,0.0,,
2020-12-16 10:55:49-03:00,,,0.0,0.0
2020-12-16 10:59:03-03:00,0.0,0.0,,
2020-12-16 11:00:49-03:00,,,0.0,0.0
2020-12-16 11:04:03-03:00,0.0,0.0,,
2020-12-16 11:05:49-03:00,,,0.0,0.0
2020-12-16 11:09:03-03:00,0.0,0.0,,
2020-12-16 11:10:50-03:00,,,0.0,0.0
2020-12-16 11:14:03-03:00,0.0,0.0,,
2020-12-16 11:15:50-03:00,,,0.0,0.0
2020-12-16 11:19:04-03:00,0.0,0.0,,
2020-12-16 11:20:51-03:00,,,0.0,0.0
2020-12-16 11:24:04-03:00,0.0,0.0,,
2020-12-16 11:25:51-03:00,,,0.0,0.0
2020-12-16 11:29:04-03:00,0.0,0.0,,
2020-12-16 11:30:51-03:00,,,0.0,0.0
2020-12-16 11:34:04-03:00,0.0,0.0,,
2020-12-16 11:35:52-03:00,,,0.0,0.0
2020-12-16 11:39:04-03:00,0.0,0.0,,
2020-12-16 11:40:52-03:00,,,0.0,0.0
2020-12-16 11:44:04-03:00,0.0,0.0,,
2020-12-16 11:45:52-03:00,,,0.0,0.0
2020-12-16 11:49:04-03:00,0.0,0.0,,
2020-12-16 11:50:53-03:00,,,0.0,0.0
2020-12-16 11:54:05-03:00,0.0,0.0,,
2020-12-16 11:55:53-03:00,,,0.0,0.0
2020-12-16 11:59:05-03:00,0.0,0.0,,
2020-12-16 12:00:53-03:00,,,0.0,0.0
2020-12-16 12:04:05-03:00,0.0,0.0,,
2020-12-16 12:05:53-03:00,,,0.0,0.0
2020-12-16 12:09:06-03:00,0.0,0.0,,
2020-12-16 12:10:54-03:00,,,0.0,0.0
2020-12-16 12:14:06-03:00,0.0,0.0,,
2020-12-16 12:15:54-03:00,,,0.0,0.0
2020-12-16 12:19:06-03:00,0.0,0.0,,
2020-12-16 12:20:54-03:00,,,0.0,0.0
2020-12-16 12:24:08-03:00,0.0,0.0,,
2020-12-16 12:25:55-03:00,,,0.0,0.0
2020-12-16 12:29:08-03:00,0.0,0.0,,
2020-12-16 12:30:55-03:00,,,0.0,0.0
2020-12-16 12:34:08-03:00,0.0,0.0,,
2020-12-16 12:35:55-03:00,,,0.0,0.0
2020-12-16 12:39:08-03:00,0.0,0.0,,
2020-12-16 12:40:56-03:00,,,0.0,0.0
2020-12-16 12:44:09-03:00,0.0,0.0,,
2020-12-16 12:45:56-03:00,,,0.0,0.0
2020-12-16 12:49:09-03:00,0.0,0.0,,
2020-12-16 12:50:56-03:00,,,0.0,0.0
2020-12-16 12:54:09-03:00,0.0,0.0,,
2020-12-16 12:55:57-03:00,,,0.0,0.0
2020-12-16 12:59:10-03:00,0.0,0.0,,
2020-12-16 13:00:57-03:00,,,0.0,0.0
2020-12-16 13:04:10-03:00,0.0,0.0,,
2020-12-16 13:05:57-03:00,,,0.0,0.0
2020-12-16 13:09:10-03:00,0.0,0.0,,
2020-12-16 13:10:57-03:00,,,0.0,0.0
2020-12-16 13:14:11-03:00,0.0,0.0,,
2020-12-16 13:15:58-03:00,,,0.0,0.0
2020-12-16 13:19:11-03:00,0.0,0.0,,
2020-12-16 13:20:58-03:00,,,0.0,0.0
2020-12-16 13:24:11-03:00,0.0,0.0,,
2020-12-16 13:25:58-03:00,,,0.0,0.0
2020-12-16 13:29:12-03:00,0.0,0.0,,
2020-12-16 13:30:59-03:00,,,0.0,0.0
2020-12-16 13:34:13-03:00,0.0,0.0,,
2020-12-16 13:35:59-03:00,,,0.0,0.0
2020-12-16 13:39:13-03:00,0.0,0.0,,
2020-12-16 13:41:00-03:00,,,0.0,0.0
2020-12-16 13:44:13-03:00,0.0,0.0,,
2020-12-16 13:46:00-03:00,,,0.0,0.0
2020-12-16 13:49:14-03:00,0.0,0.0,,
2020-12-16 13:51:00-03:00,,,0.0,0.0
2020-12-16 13:54:14-03:00,0.0,0.0,,
2020-12-16 13:56:01-03:00,,,0.0,0.0
2020-12-16 13:59:15-03:00,0.0,0.0,,
2020-12-16 14:01:01-03:00,,,0.0,0.0
2020-12-16 14:04:15-03:00,0.0,0.0,,
2020-12-16 14:06:01-03:00,,,0.0,0.0
2020-12-16 14:09:15-03:00,0.0,0.0,,
2020-12-16 14:11:02-03:00,,,0.0,0.0
2020-12-16 14:14:16-03:00,0.0,0.0,,
2020-12-16 14:16:02-03:00,,,0.0,0.0
2020-12-16 14:19:16-03:00,0.0,0.0,,
2020-12-16 14:21:02-03:00,,,0.0,0.0
2020-12-16 14:24:16-03:00,0.0,0.0,,
2020-12-16 14:26:03-03:00,,,0.0,0.0
2020-12-16 14:29:17-03:00,0.0,0.0,,
2020-12-16 14:31:03-03:00,,,0.0,0.0
2020-12-16 14:34:16-03:00,0.0,0.0,,
2020-12-16 14:36:03-03:00,,,0.0,0.0
2020-12-16 14:39:16-03:00,0.0,0.0,,
2020-12-16 14:41:04-03:00,,,0.0,0.0
2020-12-16 14:44:17-03:00,0.0,0.0,,
2020-12-16 14:46:04-03:00,,,0.0,0.0
2020-12-16 14:49:17-03:00,0.0,0.0,,
2020-12-16 14:51:04-03:00,,,0.0,0.0
2020-12-16 14:54:17-03:00,0.0,0.0,,
2020-12-16 14:56:04-03:00,,,0.0,0.0
2020-12-16 14:59:18-03:00,0.0,0.0,,
2020-12-16 15:01:05-03:00,,,0.0,0.0
2020-12-16 15:04:18-03:00,0.0,0.0,,
2020-12-16 15:06:05-03:00,,,0.0,0.0
2020-12-16 15:09:18-03:00,0.0,0.0,,
2020-12-16 15:11:05-03:00,,,0.0,0.0
2020-12-16 15:14:19-03:00,0.0,0.0,,
2020-12-16 15:16:06-03:00,,,0.0,0.0
2020-12-16 15:19:19-03:00,0.0,0.0,,
2020-12-16 15:21:06-03:00,,,0.0,0.0
2020-12-16 15:24:20-03:00,0.0,0.0,,
2020-12-16 15:26:06-03:00,,,0.0,0.0
2020-12-16 15:29:21-03:00,0.0,0.0,,
2020-12-16 15:31:07-03:00,,,0.0,0.0
2020-12-16 15:34:21-03:00,0.0,0.0,,
2020-12-16 15:36:07-03:00,,,0.0,0.0
2020-12-16 15:39:21-03:00,0.0,0.0,,
2020-12-16 15:41:07-03:00,,,0.0,0.0
2020-12-16 15:44:21-03:00,0.0,0.0,,
2020-12-16 15:46:08-03:00,,,0.0,0.0
2020-12-16 15:49:21-03:00,0.0,0.0,,
2020-12-16 15:51:08-03:00,,,0.0,0.0
2020-12-16 15:54:22-03:00,0.0,0.0,,
2020-12-16 15:56:08-03:00,,,0.0,0.0
2020-12-16 15:59:22-03:00,0.0,0.0,,
2020-12-16 16:01:08-03:00,,,0.0,0.0
2020-12-16 16:04:22-03:00,0.0,0.0,,
2020-12-16 16:06:09-03:00,,,0.0,0.0
2020-12-16 16:09:23-03:00,0.0,0.0,,
2020-12-16 16:11:09-03:00,,,0.0,0.0
2020-12-16 16:14:23-03:00,0.0,0.0,,
2020-12-16 16:16:09-03:00,,,0.0,0.0
2020-12-16 16:19:24-03:00,0.0,0.0,,
2020-12-16 16:21:10-03:00,,,0.0,0.0
2020-12-16 16:24:24-03:00,0.0,0.0,,
2020-12-16 16:26:10-03:00,,,0.0,0.0
2020-12-16 16:29:25-03:00,0.0,0.0,,
2020-12-16 16:31:10-03:00,,,0.0,0.0
2020-12-16 16:34:25-03:00,0.0,0.0,,
2020-12-16 16:36:11-03:00,,,0.0,0.0
2020-12-16 16:39:25-03:00,0.0,0.0,,
2020-12-16 16:41:11-03:00,,,0.0,0.0
2020-12-16 16:44:25-03:00,0.0,0.0,,
2020-12-16 16:46:11-03:00,,,0.0,0.0
2020-12-16 16:49:25-03:00,0.0,0.0,,
2020-12-16 16:51:11-03:00,,,0.0,0.0
2020-12-16 16:54:26-03:00,0.0,0.0,,
2020-12-16 16:56:12-03:00,,,0.0,0.0
2020-12-16 16:59:26-03:00,0.0,0.0,,
2020-12-16 17:01:12-03:00,,,0.0,0.0
2020-12-16 17:04:26-03:00,0.0,0.0,,
2020-12-16 17:06:12-03:00,,,0.0,0.0
2020-12-16 17:09:27-03:00,0.0,0.0,,
2020-12-16 17:11:13-03:00,,,0.0,0.0
2020-12-16 17:14:27-03:00,0.0,0.0,,
2020-12-16 17:16:13-03:00,,,0.0,0.0
2020-12-16 17:19:27-03:00,0.0,0.0,,
2020-12-16 17:21:13-03:00,,,0.0,0.0
2020-12-16 17:24:28-03:00,0.0,0.0,,
2020-12-16 17:26:14-03:00,,,0.0,0.0
2020-12-16 17:29:28-03:00,0.0,0.0,,
2020-12-16 17:31:14-03:00,,,0.0,0.0
2020-12-16 17:34:28-03:00,0.0,0.0,,
2020-12-16 17:36:15-03:00,,,0.0,0.0
2020-12-16 17:39:29-03:00,0.0,0.0,,
2020-12-16 17:41:15-03:00,,,0.0,0.0
2020-12-16 17:44:29-03:00,0.0,0.0,,
2020-12-16 17:46:15-03:00,,,0.0,0.0
2020-12-16 17:49:29-03:00,0.0,0.0,,
2020-12-16 17:51:15-03:00,,,0.0,0.0
2020-12-16 17:54:30-03:00,0.0,0.0,,
2020-12-16 17:56:16-03:00,,,0.0,0.0
2020-12-16 17:59:30-03:00,0.0,0.0,,
2020-12-16 18:01:16-03:00,,,0.0,0.0
2020-12-16 18:04:30-03:00,0.0,0.0,,
2020-12-16 18:06:16-03:00,,,0.0,0.0
2020-12-16 18:09:31-03:00,0.0,0.0,,
2020-12-16 18:11:17-03:00,,,0.0,0.0
2020-12-16 18:14:31-03:00,0.0,0.0,,
2020-12-16 18:16:17-03:00,,,0.0,0.0
2020-12-16 18:19:31-03:00,0.0,0.0,,
2020-12-16 18:21:17-03:00,,,0.0,0.0
2020-12-16 18:24:32-03:00,0.0,0.0,,
2020-12-16 18:26:18-03:00,,,0.0,0.0
2020-12-16 18:29:32-03:00,0.0,0.0,,
2020-12-16 18:31:18-03:00,,,0.0,0.0
2020-12-16 18:34:32-03:00,0.0,0.0,,
2020-12-16 18:36:18-03:00,,,0.0,0.0
2020-12-16 18:39:32-03:00,0.0,0.0,,
2020-12-16 18:41:19-03:00,,,0.0,0.0
2020-12-16 18:44:33-03:00,0.0,0.0,,
2020-12-16 18:46:19-03:00,,,0.0,0.0
2020-12-16 18:49:33-03:00,0.0,0.0,,
2020-12-16 18:51:19-03:00,,,0.0,0.0
2020-12-16 18:54:33-03:00,0.0,0.0,,
2020-12-16 18:56:19-03:00,,,0.0,0.0
2020-12-16 18:59:34-03:00,0.0,0.0,,
2020-12-16 19:01:20-03:00,,,0.0,0.0
2020-12-16 19:04:34-03:00,0.0,0.0,,
2020-12-16 19:06:20-03:00,,,0.0,0.0
2020-12-16 19:09:34-03:00,0.0,0.0,,
2020-12-16 19:11:20-03:00,,,0.0,0.0
2020-12-16 19:14:35-03:00,0.0,0.0,,
2020-12-16 19:16:21-03:00,,,0.0,0.0
2020-12-16 19:19:35-03:00,0.0,0.0,,
2020-12-16 19:21:21-03:00,,,0.0,0.0
2020-12-16 19:24:35-03:00,0.0,0.0,,
2020-12-16 19:26:21-03:00,,,0.0,0.0
2020-12-16 19:29:36-03:00,0.0,0.0,,
2020-12-16 19:31:22-03:00,,,0.0,0.0
2020-12-16 19:34:36-03:00,0.0,0.0,,
2020-12-16 19:36:22-03:00,,,0.0,0.0
2020-12-16 19:39:36-03:00,0.0,0.0,,
2020-12-16 19:41:23-03:00,,,0.0,0.0
2020-12-16 19:44:36-03:00,0.0,0.0,,
2020-12-16 19:46:23-03:00,,,0.0,0.0
2020-12-16 19:49:37-03:00,0.0,0.0,,
2020-12-16 19:51:23-03:00,,,0.0,0.0
2020-12-16 19:54:37-03:00,0.0,0.0,,
2020-12-16 19:56:24-03:00,,,0.0,0.0
2020-12-16 19:59:37-03:00,0.0,0.0,,
2020-12-16 20:01:24-03:00,,,0.0,0.0
2020-12-16 20:04:38-03:00,0.0,0.0,,
2020-12-16 20:06:24-03:00,,,0.0,0.0
2020-12-16 20:09:38-03:00,0.0,0.0,,
2020-12-16 20:11:24-03:00,,,0.0,0.0
2020-12-16 20:14:38-03:00,0.0,0.0,,
2020-12-16 20:16:25-03:00,,,0.0,0.0
2020-12-16 20:19:39-03:00,0.0,0.0,,
2020-12-16 20:21:25-03:00,,,0.0,0.0
2020-12-16 20:24:39-03:00,0.0,0.0,,
2020-12-16 20:26:25-03:00,,,0.0,0.0
2020-12-16 20:29:40-03:00,0.0,0.0,,
2020-12-16 20:31:26-03:00,,,0.0,0.0
2020-12-16 20:34:40-03:00,0.0,0.0,,
2020-12-16 20:36:26-03:00,,,0.0,0.0
2020-12-16 20:39:40-03:00,0.0,0.0,,
2020-12-16 20:41:26-03:00,,,0.0,0.0
2020-12-16 20:44:40-03:00,0.0,0.0,,
2020-12-16 20:46:27-03:00,,,0.0,0.0
2020-12-16 20:49:41-03:00,0.0,0.0,,
2020-12-16 20:51:27-03:00,,,0.0,0.0
2020-12-16 20:54:41-03:00,0.0,0.0,,
2020-12-16 20:56:27-03:00,,,0.0,0.0
2020-12-16 20:59:41-03:00,0.0,0.0,,
2020-12-16 21:01:28-03:00,,,0.0,0.0
2020-12-16 21:04:42-03:00,0.0,0.0,,
2020-12-16 21:06:28-03:00,,,0.0,0.0
2020-12-16 21:09:42-03:00,0.0,0.0,,
2020-12-16 21:11:28-03:00,,,0.0,0.0
2020-12-16 21:14:42-03:00,0.0,0.0,,
2020-12-16 21:16:28-03:00,,,0.0,0.0
2020-12-16 21:19:42-03:00,0.0,0.0,,
2020-12-16 21:21:29-03:00,,,0.0,0.0
2020-12-16 21:24:43-03:00,0.0,0.0,,
2020-12-16 21:26:29-03:00,,,0.0,0.0
2020-12-16 21:29:43-03:00,0.0,0.0,,
2020-12-16 21:30:53-03:00,,,0.0,0.0
2020-12-16 21:31:31-03:00,,,0.0,0.0
2020-12-16 21:34:43-03:00,0.0,0.0,,
2020-12-16 21:36:31-03:00,,,0.0,0.0
2020-12-16 21:39:43-03:00,0.0,0.0,,
2020-12-16 21:41:31-03:00,,,0.0,0.0
2020-12-16 21:44:44-03:00,0.0,0.0,,
2020-12-16 21:46:32-03:00,,,0.0,0.0
2020-12-16 21:49:44-03:00,0.0,0.0,,
2020-12-16 21:51:32-03:00,,,0.0,0.0
2020-12-16 21:54:45-03:00,0.0,0.0,,
2020-12-16 21:56:32-03:00,,,0.0,0.0
2020-12-16 21:59:45-03:00,0.0,0.0,,
2020-12-16 22:01:33-03:00,,,0.0,0.0
2020-12-16 22:04:45-03:00,0.0,0.0,,
2020-12-16 22:06:33-03:00,,,0.0,0.0
2020-12-16 22:09:46-03:00,0.0,0.0,,
2020-12-16 22:11:33-03:00,,,0.0,0.0
2020-12-16 22:14:46-03:00,0.0,0.0,,
2020-12-16 22:16:34-03:00,,,0.0,0.0
2020-12-16 22:19:47-03:00,0.0,0.0,,
2020-12-16 22:21:34-03:00,,,0.0,0.0
2020-12-16 22:24:47-03:00,0.0,0.0,,
2020-12-16 22:26:34-03:00,,,0.0,0.0
2020-12-16 22:29:47-03:00,0.0,0.0,,
2020-12-16 22:31:35-03:00,,,0.0,0.0
2020-12-16 22:34:47-03:00,0.0,0.0,,
2020-12-16 22:36:35-03:00,,,0.0,0.0
2020-12-16 22:39:47-03:00,0.0,0.0,,
2020-12-16 22:41:35-03:00,,,0.0,0.0
2020-12-16 22:44:48-03:00,0.0,0.0,,
2020-12-16 22:46:35-03:00,,,0.0,0.0
2020-12-16 22:49:48-03:00,0.0,0.0,,
2020-12-16 22:51:36-03:00,,,0.0,0.0
2020-12-16 22:54:48-03:00,0.0,0.0,,
2020-12-16 22:56:36-03:00,,,0.0,0.0
2020-12-16 22:59:49-03:00,0.0,0.0,,
2020-12-16 23:01:36-03:00,,,0.0,0.0
2020-12-16 23:04:49-03:00,0.0,0.0,,
2020-12-16 23:06:37-03:00,,,0.0,0.0
2020-12-16 23:09:50-03:00,0.0,0.0,,
2020-12-16 23:11:37-03:00,,,0.0,0.0
2020-12-16 23:14:50-03:00,0.0,0.0,,
2020-12-16 23:16:37-03:00,,,0.0,0.0
2020-12-16 23:19:51-03:00,0.0,0.0,,
2020-12-16 23:21:38-03:00,,,0.0,0.0
2020-12-16 23:24:51-03:00,0.0,0.0,,
2020-12-16 23:26:38-03:00,,,0.0,0.0
2020-12-16 23:29:51-03:00,0.0,0.0,,
2020-12-16 23:31:38-03:00,,,0.0,0.0
2020-12-16 23:34:52-03:00,0.0,0.0,,
2020-12-16 23:36:39-03:00,,,0.0,0.0
2020-12-16 23:39:52-03:00,0.0,0.0,,
2020-12-16 23:41:39-03:00,,,0.0,0.0
2020-12-16 23:44:52-03:00,0.0,0.0,,
2020-12-16 23:46:39-03:00,,,0.0,0.0
2020-12-16 23:49:53-03:00,0.0,0.0,,
2020-12-16 23:51:40-03:00,,,0.0,0.0
2020-12-16 23:54:53-03:00,0.0,0.0,,
2020-12-16 23:56:40-03:00,,,0.0,0.0
2020-12-16 23:59:53-03:00,0.0,0.0,,
2020-12-17 00:01:40-03:00,,,0.0,0.0
2020-12-17 00:04:53-03:00,0.0,0.0,,
2020-12-17 00:06:41-03:00,,,0.0,0.0
2020-12-17 00:09:54-03:00,0.0,0.0,,
2020-12-17 00:11:41-03:00,,,0.0,0.0
2020-12-17 00:14:54-03:00,0.0,0.0,,
2020-12-17 00:16:41-03:00,,,0.0,0.0
2020-12-17 00:19:54-03:00,0.0,0.0,,
2020-12-17 00:21:41-03:00,,,0.0,0.0
2020-12-17 00:24:55-03:00,0.0,0.0,,
2020-12-17 00:26:42-03:00,,,0.0,0.0
2020-12-17 00:29:55-03:00,0.0,0.0,,
2020-12-17 00:31:42-03:00,,,0.0,0.0
2020-12-17 00:34:56-03:00,0.0,0.0,,
2020-12-17 00:36:42-03:00,,,0.0,0.0
2020-12-17 00:39:56-03:00,0.0,0.0,,
2020-12-17 00:41:43-03:00,,,0.0,0.0
2020-12-17 00:44:57-03:00,0.0,0.0,,
2020-12-17 00:46:43-03:00,,,0.0,0.0
2020-12-17 00:49:57-03:00,0.0,0.0,,
2020-12-17 00:51:43-03:00,,,0.0,0.0
2020-12-17 00:54:57-03:00,0.0,0.0,,
2020-12-17 00:56:44-03:00,,,0.0,0.0
2020-12-17 00:59:58-03:00,0.0,0.0,,
2020-12-17 01:01:44-03:00,,,0.0,0.0
2020-12-17 01:04:58-03:00,0.0,0.0,,
2020-12-17 01:06:44-03:00,,,0.0,0.0
2020-12-17 01:09:59-03:00,0.0,0.0,,
2020-12-17 01:11:44-03:00,,,0.0,0.0
2020-12-17 01:14:59-03:00,0.0,0.0,,
2020-12-17 01:16:45-03:00,,,0.0,0.0
2020-12-17 01:19:59-03:00,0.0,0.0,,
2020-12-17 01:21:45-03:00,,,0.0,0.0
2020-12-17 01:24:59-03:00,0.0,0.0,,
2020-12-17 01:26:45-03:00,,,0.0,0.0
2020-12-17 01:30:00-03:00,0.0,0.0,,
2020-12-17 01:31:46-03:00,,,0.0,0.0
2020-12-17 01:34:59-03:00,0.0,0.0,,
2020-12-17 01:36:46-03:00,,,0.0,0.0
2020-12-17 01:39:59-03:00,0.0,0.0,,
2020-12-17 01:41:46-03:00,,,0.0,0.0
2020-12-17 01:45:00-03:00,0.0,0.0,,
2020-12-17 01:46:47-03:00,,,0.0,0.0
2020-12-17 01:50:00-03:00,0.0,0.0,,
2020-12-17 01:51:47-03:00,,,0.0,0.0
2020-12-17 01:55:00-03:00,0.0,0.0,,
2020-12-17 01:56:47-03:00,,,0.0,0.0
2020-12-17 02:00:01-03:00,0.0,0.0,,
2020-12-17 02:01:48-03:00,,,0.0,0.0
2020-12-17 02:05:01-03:00,0.0,0.0,,
2020-12-17 02:06:48-03:00,,,0.0,0.0
2020-12-17 02:10:01-03:00,0.0,0.0,,
2020-12-17 02:11:48-03:00,,,0.0,0.0
2020-12-17 02:15:01-03:00,0.0,0.0,,
2020-12-17 02:16:49-03:00,,,0.0,0.0
2020-12-17 02:20:02-03:00,0.0,0.0,,
2020-12-17 02:21:49-03:00,,,0.0,0.0
2020-12-17 02:25:02-03:00,0.0,0.0,,
2020-12-17 02:26:49-03:00,,,0.0,0.0
2020-12-17 02:30:02-03:00,0.0,0.0,,
2020-12-17 02:31:50-03:00,,,0.0,0.0
2020-12-17 02:35:04-03:00,0.0,0.0,,
2020-12-17 02:36:50-03:00,,,0.0,0.0
2020-12-17 02:40:04-03:00,0.0,0.0,,
2020-12-17 02:41:50-03:00,,,0.0,0.0
2020-12-17 02:45:04-03:00,0.0,0.0,,
2020-12-17 02:46:50-03:00,,,0.0,0.0
2020-12-17 02:50:04-03:00,0.0,0.0,,
2020-12-17 02:51:51-03:00,,,0.0,0.0
2020-12-17 02:55:05-03:00,0.0,0.0,,
2020-12-17 02:56:51-03:00,,,0.0,0.0
2020-12-17 03:00:05-03:00,0.0,0.0,,
2020-12-17 03:01:51-03:00,,,0.0,0.0
2020-12-17 03:05:06-03:00,0.0,0.0,,
2020-12-17 03:06:52-03:00,,,0.0,0.0
2020-12-17 03:10:06-03:00,0.0,0.0,,
2020-12-17 03:11:52-03:00,,,0.0,0.0
2020-12-17 03:15:06-03:00,0.0,0.0,,
2020-12-17 03:16:52-03:00,,,0.0,0.0
2020-12-17 03:20:07-03:00,0.0,0.0,,
2020-12-17 03:21:53-03:00,,,0.0,0.0
2020-12-17 03:25:07-03:00,0.0,0.0,,
2020-12-17 03:26:53-03:00,,,0.0,0.0
2020-12-17 03:30:07-03:00,0.0,0.0,,
2020-12-17 03:31:53-03:00,,,0.0,0.0
2020-12-17 03:35:07-03:00,0.0,0.0,,
2020-12-17 03:36:54-03:00,,,0.0,0.0
2020-12-17 03:40:08-03:00,0.0,0.0,,
2020-12-17 03:41:54-03:00,,,0.0,0.0
2020-12-17 03:45:08-03:00,0.0,0.0,,
2020-12-17 03:46:54-03:00,,,0.0,0.0
2020-12-17 03:50:08-03:00,0.0,0.0,,
2020-12-17 03:51:54-03:00,,,0.0,0.0
2020-12-17 03:55:09-03:00,0.0,0.0,,
2020-12-17 03:56:55-03:00,,,0.0,0.0
2020-12-17 04:00:09-03:00,0.0,0.0,,
2020-12-17 04:01:55-03:00,,,0.0,0.0
2020-12-17 04:05:09-03:00,0.0,0.0,,
2020-12-17 04:06:55-03:00,,,0.0,0.0
2020-12-17 04:10:10-03:00,0.0,0.0,,
2020-12-17 04:11:56-03:00,,,0.0,0.0
2020-12-17 04:15:10-03:00,0.0,0.0,,
2020-12-17 04:16:56-03:00,,,0.0,0.0
2020-12-17 04:20:11-03:00,0.0,0.0,,
2020-12-17 04:21:56-03:00,,,0.0,0.0
2020-12-17 04:25:11-03:00,0.0,0.0,,
2020-12-17 04:26:57-03:00,,,0.0,0.0
2020-12-17 04:30:11-03:00,0.0,0.0,,
2020-12-17 04:31:57-03:00,,,0.0,0.0
2020-12-17 04:35:11-03:00,0.0,0.0,,
2020-12-17 04:36:57-03:00,,,0.0,0.0
2020-12-17 04:40:11-03:00,0.0,0.0,,
2020-12-17 04:41:58-03:00,,,0.0,0.0
2020-12-17 04:45:12-03:00,0.0,0.0,,
2020-12-17 04:46:58-03:00,,,0.0,0.0
2020-12-17 04:50:12-03:00,0.0,0.0,,
2020-12-17 04:51:58-03:00,,,0.0,0.0
2020-12-17 04:55:12-03:00,0.0,0.0,,
2020-12-17 04:56:58-03:00,,,0.0,0.0
2020-12-17 05:00:13-03:00,0.0,0.0,,
2020-12-17 05:01:59-03:00,,,0.0,0.0
2020-12-17 05:05:13-03:00,0.0,0.0,,
2020-12-17 05:06:59-03:00,,,0.0,0.0
2020-12-17 05:10:13-03:00,0.0,0.0,,
2020-12-17 05:12:00-03:00,,,0.0,0.0
2020-12-17 05:15:13-03:00,0.0,0.0,,
2020-12-17 05:17:00-03:00,,,0.0,0.0
2020-12-17 05:20:14-03:00,0.0,0.0,,
2020-12-17 05:22:00-03:00,,,0.0,0.0
2020-12-17 05:25:15-03:00,0.0,0.0,,
2020-12-17 05:27:00-03:00,,,0.0,0.0
2020-12-17 05:30:15-03:00,0.0,0.0,,
2020-12-17 05:32:01-03:00,,,0.0,0.0
2020-12-17 05:35:14-03:00,0.0,0.0,,
2020-12-17 05:37:01-03:00,,,0.0,0.0
2020-12-17 05:40:15-03:00,0.0,0.0,,
2020-12-17 05:42:01-03:00,,,0.0,0.0
2020-12-17 05:45:15-03:00,0.0,0.0,,
2020-12-17 05:47:02-03:00,,,0.0,0.0
2020-12-17 05:50:15-03:00,0.0,0.0,,
2020-12-17 05:52:02-03:00,,,0.0,0.0
2020-12-17 05:55:16-03:00,0.0,0.0,,
2020-12-17 05:57:03-03:00,,,0.0,0.0
2020-12-17 06:00:16-03:00,0.0,0.0,,
2020-12-17 06:02:03-03:00,,,0.0,0.0
2020-12-17 06:05:16-03:00,0.0,0.0,,
2020-12-17 06:07:03-03:00,,,0.0,0.0
2020-12-17 06:10:17-03:00,0.0,0.0,,
2020-12-17 06:12:03-03:00,,,0.0,0.0
2020-12-17 06:15:17-03:00,0.0,0.0,,
2020-12-17 06:17:04-03:00,,,0.0,0.0
2020-12-17 06:20:17-03:00,0.0,0.0,,
2020-12-17 06:22:04-03:00,,,0.0,0.0
2020-12-17 06:25:18-03:00,0.0,0.0,,
2020-12-17 06:27:04-03:00,,,0.0,0.0
2020-12-17 06:30:18-03:00,0.0,0.0,,
2020-12-17 06:32:05-03:00,,,0.0,0.0
2020-12-17 06:35:19-03:00,0.0,0.0,,
2020-12-17 06:37:05-03:00,,,0.0,0.0
2020-12-17 06:40:19-03:00,0.0,0.0,,
2020-12-17 06:42:05-03:00,,,0.0,0.0
2020-12-17 06:45:20-03:00,0.0,0.0,,
2020-12-17 06:47:06-03:00,,,0.0,0.0
2020-12-17 06:50:20-03:00,0.0,0.0,,
2020-12-17 06:52:06-03:00,,,0.0,0.0
2020-12-17 06:55:20-03:00,0.0,0.0,,
2020-12-17 06:57:06-03:00,,,0.0,0.0
2020-12-17 07:00:21-03:00,0.0,0.0,,
2020-12-17 07:02:07-03:00,,,0.0,0.0
2020-12-17 07:05:21-03:00,0.0,0.0,,
2020-12-17 07:07:07-03:00,,,0.0,0.0
2020-12-17 07:10:21-03:00,0.0,0.0,,
2020-12-17 07:12:07-03:00,,,0.0,0.0
2020-12-17 07:15:21-03:00,0.0,0.0,,
2020-12-17 07:17:07-03:00,,,0.0,0.0
2020-12-17 07:20:22-03:00,0.0,0.0,,
2020-12-17 07:22:08-03:00,,,0.0,0.0
2020-12-17 07:25:22-03:00,0.0,0.0,,
2020-12-17 07:27:08-03:00,,,0.0,0.0
2020-12-17 07:30:22-03:00,0.0,0.0,,
2020-12-17 07:32:09-03:00,,,0.0,0.0
2020-12-17 07:35:22-03:00,0.0,0.0,,
2020-12-17 07:37:09-03:00,,,0.0,0.0
2020-12-17 07:40:22-03:00,0.0,0.0,,
