date,APR El Sauce >> Pozo 1 >> Caudal Pozo 1(10938),APR El Sauce >> Pozo 2 >> Caudal Pozo 2(10992)
2020-12-27 10:17:00-03:00,,9.09
2020-12-27 10:18:45-03:00,0.0,
2020-12-27 10:22:01-03:00,,9.09
2020-12-27 10:23:46-03:00,0.0,
2020-12-27 10:27:01-03:00,,9.09
2020-12-27 10:28:46-03:00,0.0,
2020-12-27 10:32:01-03:00,,9.09
2020-12-27 10:33:46-03:00,0.0,
2020-12-27 10:37:02-03:00,,9.09
2020-12-27 10:38:47-03:00,0.0,
2020-12-27 10:42:02-03:00,,9.09
2020-12-27 10:43:47-03:00,0.0,
2020-12-27 10:47:02-03:00,,9.09
2020-12-27 10:48:47-03:00,0.0,
2020-12-27 10:52:03-03:00,,9.09
2020-12-27 10:53:48-03:00,0.0,
2020-12-27 10:57:03-03:00,,9.09
2020-12-27 10:58:48-03:00,0.0,
2020-12-27 11:02:03-03:00,,9.09
2020-12-27 11:03:48-03:00,0.0,
2020-12-27 11:07:04-03:00,,9.09
2020-12-27 11:08:49-03:00,0.0,
2020-12-27 11:12:04-03:00,,9.09
2020-12-27 11:13:49-03:00,0.0,
2020-12-27 11:17:04-03:00,,9.09
2020-12-27 11:18:49-03:00,0.0,
2020-12-27 11:22:05-03:00,,9.09
2020-12-27 11:23:50-03:00,0.0,
2020-12-27 11:27:05-03:00,,9.09
2020-12-27 11:28:50-03:00,0.0,
2020-12-27 11:32:05-03:00,,9.09
2020-12-27 11:33:50-03:00,0.0,
2020-12-27 11:37:05-03:00,,9.09
2020-12-27 11:38:51-03:00,0.0,
2020-12-27 11:42:06-03:00,,9.09
2020-12-27 11:43:51-03:00,0.0,
2020-12-27 11:47:06-03:00,,9.09
2020-12-27 11:48:51-03:00,0.0,
2020-12-27 11:52:06-03:00,,9.09
2020-12-27 11:53:52-03:00,0.0,
2020-12-27 11:57:07-03:00,,9.09
2020-12-27 11:58:52-03:00,0.0,
2020-12-27 12:02:07-03:00,,9.09
2020-12-27 12:03:52-03:00,0.0,
2020-12-27 12:07:07-03:00,,9.09
2020-12-27 12:08:52-03:00,0.0,
2020-12-27 12:12:08-03:00,,9.09
2020-12-27 12:13:53-03:00,0.0,
2020-12-27 12:17:08-03:00,,9.09
2020-12-27 12:18:53-03:00,0.0,
2020-12-27 12:22:08-03:00,,9.09
2020-12-27 12:23:53-03:00,0.0,
2020-12-27 12:27:09-03:00,,9.09
2020-12-27 12:28:54-03:00,0.0,
2020-12-27 12:32:09-03:00,,9.09
2020-12-27 12:33:54-03:00,0.0,
2020-12-27 12:37:09-03:00,,9.09
2020-12-27 12:38:54-03:00,0.0,
2020-12-27 12:42:10-03:00,,9.09
2020-12-27 12:43:55-03:00,0.0,
2020-12-27 12:47:10-03:00,,9.09
2020-12-27 12:48:55-03:00,0.0,
2020-12-27 12:52:10-03:00,,9.09
2020-12-27 12:53:55-03:00,0.0,
2020-12-27 12:57:11-03:00,,9.09
2020-12-27 12:58:56-03:00,0.0,
2020-12-27 13:02:11-03:00,,9.09
2020-12-27 13:03:56-03:00,0.0,
2020-12-27 13:07:11-03:00,,9.09
2020-12-27 13:08:56-03:00,0.0,
2020-12-27 13:12:12-03:00,,9.09
2020-12-27 13:13:57-03:00,0.0,
2020-12-27 13:17:12-03:00,,9.09
2020-12-27 13:18:57-03:00,0.0,
2020-12-27 13:22:12-03:00,,9.09
2020-12-27 13:23:57-03:00,0.0,
2020-12-27 13:27:12-03:00,,9.09
2020-12-27 13:28:58-03:00,0.0,
2020-12-27 13:32:13-03:00,,9.09
2020-12-27 13:33:59-03:00,0.0,
2020-12-27 13:37:13-03:00,,9.09
2020-12-27 13:38:59-03:00,0.0,
2020-12-27 13:42:13-03:00,,9.09
2020-12-27 13:43:59-03:00,0.0,
2020-12-27 13:47:14-03:00,,9.09
2020-12-27 13:49:00-03:00,0.0,
2020-12-27 13:52:14-03:00,,9.09
2020-12-27 13:54:00-03:00,0.0,
2020-12-27 13:57:14-03:00,,9.09
2020-12-27 13:59:00-03:00,0.0,
2020-12-27 14:02:15-03:00,,9.09
2020-12-27 14:04:01-03:00,0.0,
2020-12-27 14:07:15-03:00,,9.09
2020-12-27 14:09:01-03:00,0.0,
2020-12-27 14:12:15-03:00,,9.09
2020-12-27 14:14:01-03:00,0.0,
2020-12-27 14:17:16-03:00,,9.09
2020-12-27 14:19:02-03:00,0.0,
2020-12-27 14:22:16-03:00,,9.09
2020-12-27 14:24:02-03:00,0.0,
2020-12-27 14:27:16-03:00,,9.09
2020-12-27 14:29:02-03:00,0.0,
2020-12-27 14:32:17-03:00,,9.09
2020-12-27 14:34:03-03:00,0.0,
2020-12-27 14:37:17-03:00,,9.09
2020-12-27 14:39:03-03:00,0.0,
2020-12-27 14:42:17-03:00,,9.09
2020-12-27 14:44:03-03:00,0.0,
2020-12-27 14:47:18-03:00,,9.09
2020-12-27 14:49:03-03:00,0.0,
2020-12-27 14:52:18-03:00,,9.09
2020-12-27 14:54:04-03:00,0.0,
2020-12-27 14:57:18-03:00,,9.09
2020-12-27 14:59:04-03:00,0.0,
2020-12-27 15:02:19-03:00,,9.09
2020-12-27 15:04:04-03:00,0.0,
2020-12-27 15:07:19-03:00,,9.09
2020-12-27 15:09:05-03:00,0.0,
2020-12-27 15:12:19-03:00,,9.09
2020-12-27 15:14:05-03:00,0.0,
2020-12-27 15:17:20-03:00,,9.09
2020-12-27 15:19:05-03:00,0.0,
2020-12-27 15:22:20-03:00,,9.09
2020-12-27 15:24:06-03:00,0.0,
2020-12-27 15:27:20-03:00,,9.09
2020-12-27 15:29:06-03:00,0.0,
2020-12-27 15:32:21-03:00,,9.09
2020-12-27 15:34:06-03:00,0.0,
2020-12-27 15:37:21-03:00,,9.09
2020-12-27 15:39:07-03:00,0.0,
2020-12-27 15:42:21-03:00,,9.09
2020-12-27 15:44:07-03:00,0.0,
2020-12-27 15:47:22-03:00,,9.09
2020-12-27 15:49:07-03:00,0.0,
2020-12-27 15:52:22-03:00,,9.09
2020-12-27 15:54:08-03:00,0.0,
2020-12-27 15:57:22-03:00,,9.09
2020-12-27 15:59:08-03:00,0.0,
2020-12-27 16:02:22-03:00,,9.09
2020-12-27 16:04:08-03:00,0.0,
2020-12-27 16:07:23-03:00,,9.09
2020-12-27 16:09:09-03:00,0.0,
2020-12-27 16:12:23-03:00,,9.09
2020-12-27 16:14:09-03:00,0.0,
2020-12-27 16:17:23-03:00,,9.09
2020-12-27 16:19:09-03:00,0.0,
2020-12-27 16:22:24-03:00,,9.09
2020-12-27 16:24:10-03:00,0.0,
2020-12-27 16:27:24-03:00,,9.09
2020-12-27 16:29:10-03:00,0.0,
2020-12-27 16:32:24-03:00,,9.09
2020-12-27 16:34:10-03:00,0.0,
2020-12-27 16:37:25-03:00,,9.09
2020-12-27 16:39:11-03:00,0.0,
2020-12-27 16:42:25-03:00,,9.09
2020-12-27 16:44:11-03:00,0.0,
2020-12-27 16:47:25-03:00,,9.09
2020-12-27 16:49:11-03:00,0.0,
2020-12-27 16:52:26-03:00,,9.09
2020-12-27 16:54:12-03:00,0.0,
2020-12-27 16:57:26-03:00,,9.09
2020-12-27 16:59:12-03:00,0.0,
2020-12-27 17:02:26-03:00,,9.09
2020-12-27 17:04:12-03:00,0.0,
2020-12-27 17:07:27-03:00,,9.09
2020-12-27 17:09:13-03:00,0.0,
2020-12-27 17:12:27-03:00,,9.09
2020-12-27 17:14:13-03:00,0.0,
2020-12-27 17:17:27-03:00,,9.09
2020-12-27 17:19:13-03:00,0.0,
2020-12-27 17:22:28-03:00,,9.09
2020-12-27 17:24:14-03:00,0.0,
2020-12-27 17:27:28-03:00,,9.09
2020-12-27 17:29:14-03:00,0.0,
2020-12-27 17:32:28-03:00,,9.09
2020-12-27 17:34:14-03:00,0.0,
2020-12-27 17:37:28-03:00,,9.09
2020-12-27 17:39:15-03:00,0.0,
2020-12-27 17:42:29-03:00,,9.09
2020-12-27 17:44:15-03:00,0.0,
2020-12-27 17:47:29-03:00,,9.09
2020-12-27 17:49:15-03:00,0.0,
2020-12-27 17:52:29-03:00,,9.09
2020-12-27 17:54:16-03:00,0.0,
2020-12-27 17:57:30-03:00,,9.09
2020-12-27 17:59:16-03:00,0.0,
2020-12-27 18:02:30-03:00,,9.09
2020-12-27 18:04:16-03:00,0.0,
2020-12-27 18:07:30-03:00,,9.09
2020-12-27 18:09:17-03:00,0.0,
2020-12-27 18:12:31-03:00,,9.09
2020-12-27 18:14:17-03:00,0.0,
2020-12-27 18:17:31-03:00,,9.09
2020-12-27 18:19:17-03:00,0.0,
2020-12-27 18:22:31-03:00,,9.09
2020-12-27 18:24:18-03:00,0.0,
2020-12-27 18:27:32-03:00,,9.09
2020-12-27 18:29:18-03:00,0.0,
2020-12-27 18:32:32-03:00,,9.09
2020-12-27 18:34:18-03:00,0.0,
2020-12-27 18:37:32-03:00,,9.09
2020-12-27 18:39:19-03:00,0.0,
2020-12-27 18:42:33-03:00,,9.09
2020-12-27 18:44:19-03:00,0.0,
2020-12-27 18:47:33-03:00,,9.09
2020-12-27 18:49:19-03:00,0.0,
2020-12-27 18:52:33-03:00,,9.09
2020-12-27 18:54:20-03:00,0.0,
2020-12-27 18:57:34-03:00,,9.09
2020-12-27 18:59:20-03:00,0.0,
2020-12-27 19:02:34-03:00,,9.09
2020-12-27 19:04:20-03:00,0.0,
2020-12-27 19:07:34-03:00,,9.09
2020-12-27 19:09:21-03:00,0.0,
2020-12-27 19:12:34-03:00,,9.09
2020-12-27 19:14:21-03:00,0.0,
2020-12-27 19:17:35-03:00,,10.0
2020-12-27 19:19:21-03:00,0.0,
2020-12-27 19:22:35-03:00,,10.0
2020-12-27 19:24:21-03:00,0.0,
2020-12-27 19:27:35-03:00,,10.0
2020-12-27 19:29:22-03:00,0.0,
2020-12-27 19:32:36-03:00,,10.0
2020-12-27 19:34:23-03:00,0.0,
2020-12-27 19:37:36-03:00,,10.0
2020-12-27 19:39:23-03:00,0.0,
2020-12-27 19:42:36-03:00,,10.0
2020-12-27 19:44:23-03:00,0.0,
2020-12-27 19:47:37-03:00,,10.0
2020-12-27 19:49:24-03:00,0.0,
2020-12-27 19:52:37-03:00,,10.0
2020-12-27 19:54:24-03:00,0.0,
2020-12-27 19:57:37-03:00,,10.0
2020-12-27 19:59:24-03:00,0.0,
2020-12-27 20:02:38-03:00,,9.09
2020-12-27 20:04:25-03:00,0.0,
2020-12-27 20:07:38-03:00,,9.09
2020-12-27 20:09:25-03:00,0.0,
2020-12-27 20:12:38-03:00,,9.09
2020-12-27 20:14:25-03:00,0.0,
2020-12-27 20:17:38-03:00,,9.09
2020-12-27 20:19:26-03:00,0.0,
2020-12-27 20:22:39-03:00,,9.09
2020-12-27 20:24:26-03:00,0.0,
2020-12-27 20:27:39-03:00,,9.09
2020-12-27 20:29:26-03:00,0.0,
2020-12-27 20:32:39-03:00,,9.09
2020-12-27 20:34:26-03:00,0.0,
2020-12-27 20:37:40-03:00,,9.09
2020-12-27 20:39:27-03:00,0.0,
2020-12-27 20:42:40-03:00,,9.09
2020-12-27 20:44:27-03:00,0.0,
2020-12-27 20:47:40-03:00,,9.09
2020-12-27 20:49:27-03:00,0.0,
2020-12-27 20:52:41-03:00,,9.09
2020-12-27 20:54:28-03:00,0.0,
2020-12-27 20:57:41-03:00,,9.09
2020-12-27 20:59:28-03:00,0.0,
2020-12-27 21:02:41-03:00,,9.09
2020-12-27 21:04:28-03:00,0.0,
2020-12-27 21:07:42-03:00,,9.09
2020-12-27 21:09:29-03:00,0.0,
2020-12-27 21:12:42-03:00,,9.09
2020-12-27 21:14:29-03:00,0.0,
2020-12-27 21:17:42-03:00,,9.09
2020-12-27 21:19:29-03:00,0.0,
2020-12-27 21:22:43-03:00,,9.09
2020-12-27 21:24:30-03:00,0.0,
2020-12-27 21:27:43-03:00,,9.09
2020-12-27 21:29:30-03:00,0.0,
2020-12-27 21:32:43-03:00,,9.09
2020-12-27 21:34:31-03:00,0.0,
2020-12-27 21:37:44-03:00,,9.09
2020-12-27 21:39:31-03:00,0.0,
2020-12-27 21:42:44-03:00,,9.09
2020-12-27 21:44:31-03:00,0.0,
2020-12-27 21:47:44-03:00,,9.09
2020-12-27 21:49:31-03:00,0.0,
2020-12-27 21:52:44-03:00,,9.09
2020-12-27 21:54:32-03:00,0.0,
2020-12-27 21:57:45-03:00,,9.09
2020-12-27 21:59:32-03:00,0.0,
2020-12-27 22:02:45-03:00,,9.09
2020-12-27 22:04:32-03:00,0.0,
2020-12-27 22:07:45-03:00,,9.09
2020-12-27 22:09:33-03:00,0.0,
2020-12-27 22:12:46-03:00,,9.09
2020-12-27 22:14:33-03:00,0.0,
2020-12-27 22:17:46-03:00,,9.09
2020-12-27 22:19:33-03:00,0.0,
2020-12-27 22:22:46-03:00,,9.09
2020-12-27 22:24:34-03:00,0.0,
2020-12-27 22:27:47-03:00,,9.09
2020-12-27 22:29:34-03:00,0.0,
2020-12-27 22:32:47-03:00,,9.09
2020-12-27 22:34:34-03:00,0.0,
2020-12-27 22:37:47-03:00,,9.09
2020-12-27 22:39:35-03:00,0.0,
2020-12-27 22:42:48-03:00,,9.09
2020-12-27 22:44:35-03:00,0.0,
2020-12-27 22:47:48-03:00,,9.09
2020-12-27 22:49:35-03:00,0.0,
2020-12-27 22:52:48-03:00,,9.09
2020-12-27 22:54:36-03:00,0.0,
2020-12-27 22:57:49-03:00,,9.09
2020-12-27 22:59:36-03:00,0.0,
2020-12-27 23:02:49-03:00,,9.09
2020-12-27 23:04:36-03:00,0.0,
2020-12-27 23:07:49-03:00,,9.09
2020-12-27 23:09:37-03:00,0.0,
2020-12-27 23:12:50-03:00,,9.09
2020-12-27 23:14:37-03:00,0.0,
2020-12-27 23:17:50-03:00,,9.09
2020-12-27 23:19:37-03:00,0.0,
2020-12-27 23:22:50-03:00,,9.09
2020-12-27 23:24:38-03:00,0.0,
2020-12-27 23:27:50-03:00,,9.09
2020-12-27 23:29:38-03:00,0.0,
2020-12-27 23:32:51-03:00,,9.09
2020-12-27 23:34:38-03:00,0.0,
2020-12-27 23:37:51-03:00,,9.09
2020-12-27 23:39:39-03:00,0.0,
2020-12-27 23:42:51-03:00,,9.09
2020-12-27 23:44:39-03:00,0.0,
2020-12-27 23:47:52-03:00,,9.09
2020-12-27 23:49:39-03:00,0.0,
2020-12-27 23:52:52-03:00,,9.09
2020-12-27 23:54:40-03:00,0.0,
2020-12-27 23:57:52-03:00,,9.09
2020-12-27 23:59:40-03:00,0.0,
2020-12-28 00:02:53-03:00,,9.09
2020-12-28 00:04:40-03:00,0.0,
2020-12-28 00:07:53-03:00,,9.09
2020-12-28 00:09:41-03:00,0.0,
2020-12-28 00:12:53-03:00,,9.09
2020-12-28 00:14:41-03:00,0.0,
2020-12-28 00:17:54-03:00,,9.09
2020-12-28 00:19:41-03:00,0.0,
2020-12-28 00:22:54-03:00,,9.09
2020-12-28 00:24:42-03:00,0.0,
2020-12-28 00:27:54-03:00,,9.09
2020-12-28 00:29:42-03:00,0.0,
2020-12-28 00:32:55-03:00,,9.09
2020-12-28 00:34:42-03:00,0.0,
2020-12-28 00:37:55-03:00,,9.09
2020-12-28 00:39:43-03:00,0.0,
2020-12-28 00:42:55-03:00,,9.09
2020-12-28 00:44:43-03:00,0.0,
2020-12-28 00:47:56-03:00,,9.09
2020-12-28 00:49:43-03:00,0.0,
2020-12-28 00:52:56-03:00,,9.09
2020-12-28 00:54:44-03:00,0.0,
2020-12-28 00:57:56-03:00,,9.09
2020-12-28 00:59:44-03:00,0.0,
2020-12-28 01:02:57-03:00,,9.09
2020-12-28 01:04:44-03:00,0.0,
2020-12-28 01:07:57-03:00,,9.09
2020-12-28 01:09:45-03:00,0.0,
2020-12-28 01:12:57-03:00,,9.09
2020-12-28 01:14:45-03:00,0.0,
2020-12-28 01:17:58-03:00,,9.09
2020-12-28 01:19:45-03:00,0.0,
2020-12-28 01:22:58-03:00,,9.09
2020-12-28 01:24:46-03:00,0.0,
2020-12-28 01:27:58-03:00,,9.09
2020-12-28 01:29:46-03:00,0.0,
2020-12-28 01:32:59-03:00,,9.09
2020-12-28 01:34:46-03:00,0.0,
2020-12-28 01:37:59-03:00,,9.09
2020-12-28 01:39:47-03:00,0.0,
2020-12-28 01:42:59-03:00,,9.09
2020-12-28 01:44:47-03:00,0.0,
2020-12-28 01:48:00-03:00,,9.09
2020-12-28 01:49:47-03:00,0.0,
2020-12-28 01:53:00-03:00,,9.09
2020-12-28 01:54:48-03:00,0.0,
2020-12-28 01:58:00-03:00,,9.09
2020-12-28 01:59:48-03:00,0.0,
2020-12-28 02:03:00-03:00,,9.09
2020-12-28 02:04:48-03:00,0.0,
2020-12-28 02:08:01-03:00,,9.09
2020-12-28 02:09:49-03:00,0.0,
2020-12-28 02:13:01-03:00,,9.09
2020-12-28 02:14:49-03:00,0.0,
2020-12-28 02:18:01-03:00,,9.09
2020-12-28 02:19:49-03:00,0.0,
2020-12-28 02:23:02-03:00,,9.09
2020-12-28 02:24:50-03:00,0.0,
2020-12-28 02:28:02-03:00,,9.09
2020-12-28 02:29:50-03:00,0.0,
2020-12-28 02:33:02-03:00,,9.09
2020-12-28 02:34:50-03:00,0.0,
2020-12-28 02:38:03-03:00,,9.09
2020-12-28 02:39:51-03:00,0.0,
2020-12-28 02:43:03-03:00,,9.09
2020-12-28 02:44:51-03:00,0.0,
2020-12-28 02:48:03-03:00,,9.09
2020-12-28 02:49:51-03:00,0.0,
2020-12-28 02:53:04-03:00,,9.09
2020-12-28 02:54:52-03:00,0.0,
2020-12-28 02:58:04-03:00,,9.09
2020-12-28 02:59:52-03:00,0.0,
2020-12-28 03:03:04-03:00,,9.09
2020-12-28 03:04:52-03:00,0.0,
2020-12-28 03:08:05-03:00,,9.09
2020-12-28 03:09:53-03:00,0.0,
2020-12-28 03:13:05-03:00,,9.09
2020-12-28 03:14:53-03:00,0.0,
2020-12-28 03:18:05-03:00,,9.09
2020-12-28 03:19:53-03:00,0.0,
2020-12-28 03:23:06-03:00,,9.09
2020-12-28 03:24:53-03:00,0.0,
2020-12-28 03:28:06-03:00,,9.09
2020-12-28 03:29:54-03:00,0.0,
2020-12-28 03:33:06-03:00,,9.09
2020-12-28 03:34:54-03:00,0.0,
2020-12-28 03:38:06-03:00,,9.09
2020-12-28 03:39:55-03:00,0.0,
2020-12-28 03:43:07-03:00,,9.09
2020-12-28 03:44:55-03:00,0.0,
2020-12-28 03:48:07-03:00,,9.09
2020-12-28 03:49:55-03:00,0.0,
2020-12-28 03:53:07-03:00,,9.09
2020-12-28 03:54:55-03:00,0.0,
2020-12-28 03:58:08-03:00,,9.09
2020-12-28 03:59:56-03:00,0.0,
2020-12-28 04:03:08-03:00,,9.09
2020-12-28 04:04:56-03:00,0.0,
2020-12-28 04:08:08-03:00,,9.09
2020-12-28 04:09:56-03:00,0.0,
2020-12-28 04:13:09-03:00,,9.09
2020-12-28 04:14:57-03:00,0.0,
2020-12-28 04:18:09-03:00,,9.09
2020-12-28 04:19:57-03:00,0.0,
2020-12-28 04:23:09-03:00,,9.09
2020-12-28 04:24:57-03:00,0.0,
2020-12-28 04:28:10-03:00,,9.09
2020-12-28 04:29:58-03:00,0.0,
2020-12-28 04:33:10-03:00,,9.09
2020-12-28 04:34:58-03:00,0.0,
2020-12-28 04:38:10-03:00,,9.09
2020-12-28 04:39:58-03:00,0.0,
2020-12-28 04:43:11-03:00,,9.09
2020-12-28 04:44:59-03:00,0.0,
2020-12-28 04:48:11-03:00,,9.09
2020-12-28 04:49:59-03:00,0.0,
2020-12-28 04:53:11-03:00,,9.09
2020-12-28 04:54:59-03:00,0.0,
2020-12-28 04:58:11-03:00,,9.09
2020-12-28 05:00:00-03:00,0.0,
2020-12-28 05:03:12-03:00,,9.09
2020-12-28 05:05:00-03:00,0.0,
2020-12-28 05:08:12-03:00,,9.09
2020-12-28 05:10:00-03:00,0.0,
2020-12-28 05:13:12-03:00,,9.09
2020-12-28 05:15:01-03:00,0.0,
2020-12-28 05:18:13-03:00,,9.09
2020-12-28 05:20:01-03:00,0.0,
2020-12-28 05:23:13-03:00,,9.09
2020-12-28 05:25:01-03:00,0.0,
2020-12-28 05:28:13-03:00,,9.09
2020-12-28 05:30:02-03:00,0.0,
2020-12-28 05:33:14-03:00,,9.09
2020-12-28 05:35:02-03:00,0.0,
2020-12-28 05:38:14-03:00,,9.09
2020-12-28 05:40:02-03:00,0.0,
2020-12-28 05:43:14-03:00,,9.09
2020-12-28 05:45:03-03:00,0.0,
2020-12-28 05:48:15-03:00,,9.09
2020-12-28 05:50:03-03:00,0.0,
2020-12-28 05:53:15-03:00,,9.09
2020-12-28 05:55:03-03:00,0.0,
2020-12-28 05:58:15-03:00,,9.09
2020-12-28 06:00:04-03:00,0.0,
2020-12-28 06:03:16-03:00,,9.09
2020-12-28 06:05:04-03:00,0.0,
2020-12-28 06:08:16-03:00,,9.09
2020-12-28 06:10:04-03:00,0.0,
2020-12-28 06:13:16-03:00,,9.09
2020-12-28 06:15:05-03:00,0.0,
2020-12-28 06:18:16-03:00,,9.09
2020-12-28 06:20:05-03:00,0.0,
2020-12-28 06:23:17-03:00,,9.09
2020-12-28 06:25:05-03:00,0.0,
2020-12-28 06:28:17-03:00,,9.09
2020-12-28 06:30:06-03:00,0.0,
2020-12-28 06:33:17-03:00,,9.09
2020-12-28 06:35:06-03:00,0.0,
2020-12-28 06:38:18-03:00,,9.09
2020-12-28 06:40:06-03:00,0.0,
2020-12-28 06:43:18-03:00,,9.09
2020-12-28 06:45:07-03:00,0.0,
2020-12-28 06:48:18-03:00,,9.09
2020-12-28 06:50:07-03:00,0.0,
2020-12-28 06:53:19-03:00,,9.09
2020-12-28 06:55:07-03:00,0.0,
2020-12-28 06:58:19-03:00,,9.09
2020-12-28 07:00:08-03:00,0.0,
2020-12-28 07:03:19-03:00,,9.09
2020-12-28 07:05:08-03:00,0.0,
2020-12-28 07:08:20-03:00,,9.09
2020-12-28 07:10:08-03:00,0.0,
2020-12-28 07:13:20-03:00,,9.09
2020-12-28 07:15:09-03:00,0.0,
2020-12-28 07:18:20-03:00,,9.09
2020-12-28 07:20:09-03:00,0.0,
2020-12-28 07:23:21-03:00,,9.09
2020-12-28 07:25:09-03:00,0.0,
2020-12-28 07:28:21-03:00,,9.09
2020-12-28 07:30:10-03:00,0.0,
2020-12-28 07:33:21-03:00,,9.09
2020-12-28 07:35:10-03:00,0.0,
2020-12-28 07:38:21-03:00,,9.09
2020-12-28 07:40:11-03:00,0.0,
2020-12-28 07:43:22-03:00,,9.09
2020-12-28 07:45:11-03:00,0.0,
2020-12-28 07:48:22-03:00,,9.09
2020-12-28 07:50:11-03:00,0.0,
2020-12-28 07:53:22-03:00,,9.09
2020-12-28 07:55:12-03:00,0.0,
2020-12-28 07:58:23-03:00,,9.09
2020-12-28 08:00:12-03:00,0.0,
2020-12-28 08:03:23-03:00,,9.09
2020-12-28 08:05:12-03:00,0.0,
2020-12-28 08:08:23-03:00,,9.09
2020-12-28 08:10:13-03:00,0.0,
2020-12-28 08:13:24-03:00,,9.09
2020-12-28 08:15:13-03:00,0.0,
2020-12-28 08:18:24-03:00,,9.09
2020-12-28 08:20:13-03:00,0.0,
2020-12-28 08:23:24-03:00,,9.09
2020-12-28 08:25:13-03:00,0.0,
2020-12-28 08:28:25-03:00,,9.09
2020-12-28 08:30:14-03:00,0.0,
2020-12-28 08:33:25-03:00,,9.09
2020-12-28 08:35:14-03:00,0.0,
2020-12-28 08:38:26-03:00,,9.09
2020-12-28 08:40:14-03:00,0.0,
2020-12-28 08:43:26-03:00,,9.09
2020-12-28 08:45:15-03:00,0.0,
2020-12-28 08:48:26-03:00,,9.09
2020-12-28 08:50:15-03:00,0.0,
2020-12-28 08:53:27-03:00,,9.09
2020-12-28 08:55:15-03:00,0.0,
2020-12-28 08:58:27-03:00,,9.09
2020-12-28 09:00:16-03:00,0.0,
2020-12-28 09:03:27-03:00,,9.09
2020-12-28 09:05:16-03:00,0.0,
2020-12-28 09:08:28-03:00,,9.09
2020-12-28 09:10:16-03:00,0.0,
2020-12-28 09:13:28-03:00,,9.09
2020-12-28 09:15:17-03:00,0.0,
2020-12-28 09:18:28-03:00,,9.09
2020-12-28 09:20:17-03:00,0.0,
2020-12-28 09:23:29-03:00,,9.09
2020-12-28 09:25:17-03:00,0.0,
2020-12-28 09:28:29-03:00,,9.09
2020-12-28 09:30:18-03:00,0.0,
2020-12-28 09:33:29-03:00,,9.09
2020-12-28 09:35:19-03:00,0.0,
2020-12-28 09:38:30-03:00,,9.09
2020-12-28 09:40:19-03:00,0.0,
2020-12-28 09:43:30-03:00,,9.09
2020-12-28 09:45:20-03:00,0.0,
2020-12-28 09:48:30-03:00,,9.09
2020-12-28 09:50:20-03:00,0.0,
2020-12-28 09:53:30-03:00,,9.09
2020-12-28 09:55:20-03:00,0.0,
2020-12-28 09:58:31-03:00,,9.09
2020-12-28 10:00:20-03:00,0.0,
2020-12-28 10:03:31-03:00,,9.09
2020-12-28 10:05:21-03:00,0.0,
2020-12-28 10:08:31-03:00,,9.09
2020-12-28 10:10:21-03:00,0.0,
2020-12-28 10:13:32-03:00,,9.09
2020-12-28 10:15:21-03:00,0.0,
2020-12-28 10:18:32-03:00,,9.09
2020-12-28 10:20:22-03:00,0.0,
2020-12-28 10:23:32-03:00,,9.09
2020-12-28 10:25:22-03:00,0.0,
2020-12-28 10:28:33-03:00,,9.09
2020-12-28 10:30:22-03:00,0.0,
2020-12-28 10:33:33-03:00,,9.09
2020-12-28 10:35:23-03:00,0.0,
2020-12-28 10:38:33-03:00,,9.09
2020-12-28 10:40:23-03:00,0.0,
2020-12-28 10:43:34-03:00,,9.09
2020-12-28 10:45:23-03:00,0.0,
2020-12-28 10:48:34-03:00,,9.09
2020-12-28 10:50:24-03:00,0.0,
2020-12-28 10:53:34-03:00,,9.09
2020-12-28 10:55:24-03:00,0.0,
2020-12-28 10:58:35-03:00,,9.09
2020-12-28 11:00:24-03:00,0.0,
2020-12-28 11:03:35-03:00,,9.09
2020-12-28 11:05:24-03:00,0.0,
2020-12-28 11:08:35-03:00,,9.09
2020-12-28 11:10:25-03:00,0.0,
2020-12-28 11:13:36-03:00,,9.09
2020-12-28 11:15:25-03:00,0.0,
2020-12-28 11:18:36-03:00,,9.09
2020-12-28 11:20:25-03:00,0.0,
2020-12-28 11:23:36-03:00,,9.09
2020-12-28 11:25:26-03:00,0.0,
2020-12-28 11:28:36-03:00,,9.09
2020-12-28 11:30:26-03:00,0.0,
2020-12-28 11:33:37-03:00,,9.09
2020-12-28 11:35:26-03:00,0.0,
2020-12-28 11:38:37-03:00,,9.09
2020-12-28 11:40:27-03:00,0.0,
2020-12-28 11:43:37-03:00,,9.09
2020-12-28 11:45:27-03:00,0.0,
2020-12-28 11:48:38-03:00,,9.09
2020-12-28 11:50:27-03:00,0.0,
2020-12-28 11:53:38-03:00,,9.09
2020-12-28 11:55:28-03:00,0.0,
2020-12-28 11:58:38-03:00,,9.09
2020-12-28 12:00:28-03:00,0.0,
2020-12-28 12:03:39-03:00,,9.09
2020-12-28 12:05:28-03:00,0.0,
2020-12-28 12:08:39-03:00,,9.09
2020-12-28 12:10:29-03:00,0.0,
2020-12-28 12:13:39-03:00,,9.09
2020-12-28 12:15:29-03:00,0.0,
2020-12-28 12:18:40-03:00,,9.09
2020-12-28 12:20:29-03:00,0.0,
2020-12-28 12:23:40-03:00,,9.09
2020-12-28 12:25:30-03:00,0.0,
2020-12-28 12:28:40-03:00,,9.09
2020-12-28 12:30:30-03:00,0.0,
2020-12-28 12:33:41-03:00,,9.09
2020-12-28 12:35:30-03:00,0.0,
2020-12-28 12:38:41-03:00,,9.09
