date,APR Las Calderas RP1 >> Estanque Elevado 1 >> Volumen Salida Estanque Base(14135),APR Las Calderas RP1 >> Pozo Pedrero >> Volumen Pozo Pedrero(14069)
2020-12-14 22:28:04-03:00,102700.0,
2020-12-14 22:32:55-03:00,,9670.0
2020-12-14 22:33:05-03:00,102702.0,
2020-12-14 22:37:55-03:00,,9670.0
2020-12-14 22:38:05-03:00,102704.0,
2020-12-14 22:42:55-03:00,,9670.0
2020-12-14 22:43:05-03:00,102706.0,
2020-12-14 22:47:55-03:00,,9670.0
2020-12-14 22:48:06-03:00,102708.0,
2020-12-14 22:52:56-03:00,,9670.0
2020-12-14 22:53:06-03:00,102709.0,
2020-12-14 22:57:56-03:00,,9670.0
2020-12-14 22:58:06-03:00,102711.0,
2020-12-14 23:02:56-03:00,,9670.0
2020-12-14 23:03:07-03:00,102714.0,
2020-12-14 23:07:57-03:00,,9670.0
2020-12-14 23:08:07-03:00,102716.0,
2020-12-14 23:12:57-03:00,,9670.0
2020-12-14 23:13:07-03:00,102718.0,
2020-12-14 23:17:57-03:00,,9670.0
2020-12-14 23:18:07-03:00,102720.0,
2020-12-14 23:22:58-03:00,,9670.0
2020-12-14 23:23:08-03:00,102722.0,
2020-12-14 23:27:58-03:00,,9670.0
2020-12-14 23:28:08-03:00,102723.0,
2020-12-14 23:32:58-03:00,,9670.0
2020-12-14 23:33:08-03:00,102725.0,
2020-12-14 23:37:59-03:00,,9670.0
2020-12-14 23:38:09-03:00,102727.0,
2020-12-14 23:42:59-03:00,,9670.0
2020-12-14 23:43:09-03:00,102729.0,
2020-12-14 23:47:59-03:00,,9670.0
2020-12-14 23:48:09-03:00,102731.0,
2020-12-14 23:53:00-03:00,,9670.0
2020-12-14 23:53:10-03:00,102732.0,
2020-12-14 23:58:00-03:00,,9670.0
2020-12-14 23:58:10-03:00,102734.0,
2020-12-15 00:03:00-03:00,,9670.0
2020-12-15 00:03:10-03:00,102735.0,
2020-12-15 00:08:00-03:00,,9670.0
2020-12-15 00:08:11-03:00,102737.0,
2020-12-15 00:13:01-03:00,,9670.0
2020-12-15 00:13:11-03:00,102738.0,
2020-12-15 00:18:01-03:00,,9670.0
2020-12-15 00:18:11-03:00,102739.0,
2020-12-15 00:23:01-03:00,,9670.0
2020-12-15 00:23:12-03:00,102741.0,
2020-12-15 00:28:02-03:00,,9670.0
2020-12-15 00:28:12-03:00,102742.0,
2020-12-15 00:33:02-03:00,,9670.0
2020-12-15 00:33:12-03:00,102743.0,
2020-12-15 00:38:02-03:00,,9670.0
2020-12-15 00:38:12-03:00,102744.0,
2020-12-15 00:43:03-03:00,,9670.0
2020-12-15 00:43:13-03:00,102745.0,
2020-12-15 00:48:03-03:00,,9671.0
2020-12-15 00:48:13-03:00,102747.0,
2020-12-15 00:53:03-03:00,,9672.0
2020-12-15 00:53:13-03:00,102748.0,
2020-12-15 00:58:04-03:00,,9672.0
2020-12-15 00:58:14-03:00,102749.0,
2020-12-15 01:03:04-03:00,,9673.0
2020-12-15 01:03:14-03:00,102750.0,
2020-12-15 01:08:04-03:00,,9674.0
2020-12-15 01:08:14-03:00,102751.0,
2020-12-15 01:13:05-03:00,,9674.0
2020-12-15 01:13:15-03:00,102752.0,
2020-12-15 01:18:05-03:00,,9675.0
2020-12-15 01:18:15-03:00,102752.0,
2020-12-15 01:23:05-03:00,,9676.0
2020-12-15 01:23:15-03:00,102753.0,
2020-12-15 01:28:05-03:00,,9676.0
2020-12-15 01:28:16-03:00,102754.0,
2020-12-15 01:33:06-03:00,,9676.0
2020-12-15 01:33:16-03:00,102755.0,
2020-12-15 01:38:06-03:00,,9676.0
2020-12-15 01:38:16-03:00,102755.0,
2020-12-15 01:43:06-03:00,,9676.0
2020-12-15 01:43:17-03:00,102756.0,
2020-12-15 01:48:07-03:00,,9676.0
2020-12-15 01:48:17-03:00,102757.0,
2020-12-15 01:53:07-03:00,,9676.0
2020-12-15 01:53:17-03:00,102758.0,
2020-12-15 01:58:07-03:00,,9676.0
2020-12-15 01:58:17-03:00,102758.0,
2020-12-15 02:03:08-03:00,,9676.0
2020-12-15 02:03:18-03:00,102759.0,
2020-12-15 02:08:08-03:00,,9676.0
2020-12-15 02:08:18-03:00,102760.0,
2020-12-15 02:13:08-03:00,,9676.0
2020-12-15 02:13:18-03:00,102760.0,
2020-12-15 02:18:09-03:00,,9676.0
2020-12-15 02:18:19-03:00,102761.0,
2020-12-15 02:23:09-03:00,,9676.0
2020-12-15 02:23:19-03:00,102762.0,
2020-12-15 02:28:09-03:00,,9676.0
2020-12-15 02:28:19-03:00,102762.0,
2020-12-15 02:33:10-03:00,,9676.0
2020-12-15 02:33:20-03:00,102763.0,
2020-12-15 02:38:10-03:00,,9676.0
2020-12-15 02:38:20-03:00,102764.0,
2020-12-15 02:43:10-03:00,,9676.0
2020-12-15 02:43:20-03:00,102764.0,
2020-12-15 02:48:10-03:00,,9676.0
2020-12-15 02:48:21-03:00,102765.0,
2020-12-15 02:53:11-03:00,,9676.0
2020-12-15 02:53:21-03:00,102765.0,
2020-12-15 02:58:11-03:00,,9676.0
2020-12-15 02:58:21-03:00,102766.0,
2020-12-15 03:03:11-03:00,,9676.0
2020-12-15 03:03:22-03:00,102767.0,
2020-12-15 03:08:12-03:00,,9676.0
2020-12-15 03:08:22-03:00,102767.0,
2020-12-15 03:13:12-03:00,,9676.0
2020-12-15 03:13:22-03:00,102768.0,
2020-12-15 03:18:12-03:00,,9676.0
2020-12-15 03:18:23-03:00,102768.0,
2020-12-15 03:23:13-03:00,,9676.0
2020-12-15 03:23:23-03:00,102769.0,
2020-12-15 03:28:13-03:00,,9676.0
2020-12-15 03:28:23-03:00,102769.0,
2020-12-15 03:33:13-03:00,,9676.0
2020-12-15 03:33:23-03:00,102770.0,
2020-12-15 03:38:14-03:00,,9676.0
2020-12-15 03:38:24-03:00,102770.0,
2020-12-15 03:43:14-03:00,,9676.0
2020-12-15 03:43:24-03:00,102771.0,
2020-12-15 03:48:14-03:00,,9676.0
2020-12-15 03:48:24-03:00,102771.0,
2020-12-15 03:53:15-03:00,,9676.0
2020-12-15 03:53:25-03:00,102772.0,
2020-12-15 03:58:15-03:00,,9676.0
2020-12-15 03:58:25-03:00,102772.0,
2020-12-15 04:03:15-03:00,,9676.0
2020-12-15 04:03:25-03:00,102773.0,
2020-12-15 04:08:16-03:00,,9676.0
2020-12-15 04:08:26-03:00,102773.0,
2020-12-15 04:13:16-03:00,,9676.0
2020-12-15 04:13:26-03:00,102774.0,
2020-12-15 04:18:16-03:00,,9676.0
2020-12-15 04:18:26-03:00,102774.0,
2020-12-15 04:23:16-03:00,,9676.0
2020-12-15 04:23:27-03:00,102775.0,
2020-12-15 04:28:17-03:00,,9676.0
2020-12-15 04:28:27-03:00,102775.0,
2020-12-15 04:33:17-03:00,,9676.0
2020-12-15 04:33:27-03:00,102776.0,
2020-12-15 04:38:17-03:00,,9676.0
2020-12-15 04:38:27-03:00,102777.0,
2020-12-15 04:43:18-03:00,,9676.0
2020-12-15 04:43:28-03:00,102777.0,
2020-12-15 04:48:18-03:00,,9676.0
2020-12-15 04:48:28-03:00,102778.0,
2020-12-15 04:53:18-03:00,,9676.0
2020-12-15 04:53:28-03:00,102778.0,
2020-12-15 04:58:19-03:00,,9676.0
2020-12-15 04:58:29-03:00,102779.0,
2020-12-15 05:03:19-03:00,,9676.0
2020-12-15 05:03:29-03:00,102779.0,
2020-12-15 05:08:19-03:00,,9676.0
2020-12-15 05:08:29-03:00,102780.0,
2020-12-15 05:13:20-03:00,,9676.0
2020-12-15 05:13:30-03:00,102780.0,
2020-12-15 05:18:20-03:00,,9676.0
2020-12-15 05:18:30-03:00,102781.0,
2020-12-15 05:23:20-03:00,,9676.0
2020-12-15 05:23:30-03:00,102781.0,
2020-12-15 05:28:21-03:00,,9676.0
2020-12-15 05:28:31-03:00,102782.0,
2020-12-15 05:33:21-03:00,,9676.0
2020-12-15 05:33:31-03:00,102783.0,
2020-12-15 05:38:21-03:00,,9676.0
2020-12-15 05:38:30-03:00,102783.0,
2020-12-15 05:43:22-03:00,,9676.0
2020-12-15 05:43:31-03:00,102784.0,
2020-12-15 05:48:22-03:00,,9676.0
2020-12-15 05:48:31-03:00,102784.0,
2020-12-15 05:53:22-03:00,,9676.0
2020-12-15 05:53:31-03:00,102785.0,
2020-12-15 05:58:22-03:00,,9676.0
2020-12-15 05:58:32-03:00,102785.0,
2020-12-15 06:03:23-03:00,,9676.0
2020-12-15 06:03:33-03:00,102786.0,
2020-12-15 06:08:23-03:00,,9676.0
2020-12-15 06:08:33-03:00,102787.0,
2020-12-15 06:13:23-03:00,,9676.0
2020-12-15 06:13:33-03:00,102788.0,
2020-12-15 06:18:24-03:00,,9676.0
2020-12-15 06:18:34-03:00,102789.0,
2020-12-15 06:23:24-03:00,,9676.0
2020-12-15 06:23:34-03:00,102789.0,
2020-12-15 06:28:24-03:00,,9676.0
2020-12-15 06:28:34-03:00,102790.0,
2020-12-15 06:33:25-03:00,,9676.0
2020-12-15 06:33:35-03:00,102791.0,
2020-12-15 06:38:25-03:00,,9676.0
2020-12-15 06:38:35-03:00,102792.0,
2020-12-15 06:43:25-03:00,,9676.0
2020-12-15 06:43:35-03:00,102793.0,
2020-12-15 06:48:26-03:00,,9676.0
2020-12-15 06:48:36-03:00,102795.0,
2020-12-15 06:53:26-03:00,,9676.0
2020-12-15 06:53:36-03:00,102796.0,
2020-12-15 06:58:26-03:00,,9676.0
2020-12-15 06:58:36-03:00,102797.0,
2020-12-15 07:03:27-03:00,,9676.0
2020-12-15 07:03:37-03:00,102798.0,
2020-12-15 07:08:27-03:00,,9676.0
2020-12-15 07:08:37-03:00,102799.0,
2020-12-15 07:13:27-03:00,,9676.0
2020-12-15 07:13:37-03:00,102800.0,
2020-12-15 07:18:27-03:00,,9676.0
2020-12-15 07:18:38-03:00,102802.0,
2020-12-15 07:23:28-03:00,,9676.0
2020-12-15 07:23:38-03:00,102803.0,
2020-12-15 07:28:28-03:00,,9676.0
2020-12-15 07:28:38-03:00,102805.0,
2020-12-15 07:33:28-03:00,,9676.0
2020-12-15 07:33:39-03:00,102807.0,
2020-12-15 07:38:29-03:00,,9676.0
2020-12-15 07:38:39-03:00,102809.0,
2020-12-15 07:43:29-03:00,,9676.0
2020-12-15 07:43:39-03:00,102811.0,
2020-12-15 07:48:29-03:00,,9676.0
2020-12-15 07:48:40-03:00,102813.0,
2020-12-15 07:53:30-03:00,,9677.0
2020-12-15 07:53:40-03:00,102814.0,
2020-12-15 07:58:30-03:00,,9678.0
2020-12-15 07:58:40-03:00,102816.0,
2020-12-15 08:03:30-03:00,,9678.0
2020-12-15 08:03:41-03:00,102818.0,
2020-12-15 08:08:31-03:00,,9679.0
2020-12-15 08:08:41-03:00,102820.0,
2020-12-15 08:13:31-03:00,,9680.0
2020-12-15 08:13:41-03:00,102822.0,
2020-12-15 08:18:31-03:00,,9680.0
2020-12-15 08:18:41-03:00,102824.0,
2020-12-15 08:23:32-03:00,,9681.0
2020-12-15 08:23:42-03:00,102827.0,
2020-12-15 08:28:32-03:00,,9681.0
2020-12-15 08:28:42-03:00,102829.0,
2020-12-15 08:33:32-03:00,,9682.0
2020-12-15 08:33:42-03:00,102831.0,
2020-12-15 08:38:33-03:00,,9683.0
2020-12-15 08:38:43-03:00,102833.0,
2020-12-15 08:43:33-03:00,,9683.0
2020-12-15 08:43:43-03:00,102835.0,
2020-12-15 08:48:33-03:00,,9683.0
2020-12-15 08:48:43-03:00,102837.0,
2020-12-15 08:53:33-03:00,,9683.0
2020-12-15 08:53:44-03:00,102839.0,
2020-12-15 08:58:34-03:00,,9683.0
2020-12-15 08:58:44-03:00,102842.0,
2020-12-15 09:03:34-03:00,,9683.0
2020-12-15 09:03:44-03:00,102844.0,
2020-12-15 09:08:34-03:00,,9683.0
2020-12-15 09:08:45-03:00,102846.0,
2020-12-15 09:13:35-03:00,,9683.0
2020-12-15 09:13:45-03:00,102848.0,
2020-12-15 09:18:35-03:00,,9683.0
2020-12-15 09:18:45-03:00,102850.0,
2020-12-15 09:23:35-03:00,,9683.0
2020-12-15 09:23:46-03:00,102853.0,
2020-12-15 09:28:36-03:00,,9683.0
2020-12-15 09:28:46-03:00,102855.0,
2020-12-15 09:33:36-03:00,,9683.0
2020-12-15 09:33:46-03:00,102857.0,
2020-12-15 09:38:36-03:00,,9683.0
2020-12-15 09:38:47-03:00,102859.0,
2020-12-15 09:43:37-03:00,,9683.0
2020-12-15 09:43:47-03:00,102861.0,
2020-12-15 09:48:37-03:00,,9683.0
2020-12-15 09:48:47-03:00,102864.0,
2020-12-15 09:53:37-03:00,,9683.0
2020-12-15 09:53:48-03:00,102866.0,
2020-12-15 09:58:38-03:00,,9683.0
2020-12-15 09:58:48-03:00,102869.0,
2020-12-15 10:03:38-03:00,,9683.0
2020-12-15 10:03:48-03:00,102872.0,
2020-12-15 10:08:38-03:00,,9683.0
2020-12-15 10:08:48-03:00,102875.0,
2020-12-15 10:13:38-03:00,,9683.0
2020-12-15 10:13:49-03:00,102878.0,
2020-12-15 10:18:39-03:00,,9683.0
2020-12-15 10:18:49-03:00,102880.0,
2020-12-15 10:23:39-03:00,,9683.0
2020-12-15 10:23:49-03:00,102883.0,
2020-12-15 10:28:39-03:00,,9683.0
2020-12-15 10:28:50-03:00,102886.0,
2020-12-15 10:33:40-03:00,,9683.0
2020-12-15 10:33:50-03:00,102889.0,
2020-12-15 10:38:40-03:00,,9684.0
2020-12-15 10:38:50-03:00,102891.0,
2020-12-15 10:43:40-03:00,,9685.0
2020-12-15 10:43:51-03:00,102894.0,
2020-12-15 10:48:41-03:00,,9685.0
2020-12-15 10:48:51-03:00,102897.0,
2020-12-15 10:53:41-03:00,,9686.0
2020-12-15 10:53:51-03:00,102900.0,
2020-12-15 10:58:41-03:00,,9687.0
2020-12-15 10:58:52-03:00,102903.0,
2020-12-15 11:03:42-03:00,,9687.0
2020-12-15 11:03:52-03:00,102906.0,
2020-12-15 11:08:42-03:00,,9688.0
2020-12-15 11:08:52-03:00,102909.0,
2020-12-15 11:13:42-03:00,,9689.0
2020-12-15 11:13:53-03:00,102912.0,
2020-12-15 11:18:42-03:00,,9689.0
2020-12-15 11:18:53-03:00,102914.0,
2020-12-15 11:23:43-03:00,,9689.0
2020-12-15 11:23:53-03:00,102917.0,
2020-12-15 11:28:43-03:00,,9689.0
2020-12-15 11:28:53-03:00,102920.0,
2020-12-15 11:33:43-03:00,,9689.0
2020-12-15 11:33:54-03:00,102922.0,
2020-12-15 11:38:44-03:00,,9689.0
2020-12-15 11:38:54-03:00,102925.0,
2020-12-15 11:43:44-03:00,,9689.0
2020-12-15 11:43:54-03:00,102928.0,
2020-12-15 11:48:44-03:00,,9689.0
2020-12-15 11:48:55-03:00,102930.0,
2020-12-15 11:53:45-03:00,,9689.0
2020-12-15 11:53:55-03:00,102932.0,
2020-12-15 11:58:45-03:00,,9689.0
2020-12-15 11:58:55-03:00,102935.0,
2020-12-15 12:03:45-03:00,,9689.0
2020-12-15 12:03:56-03:00,102938.0,
2020-12-15 12:08:46-03:00,,9689.0
2020-12-15 12:08:56-03:00,102940.0,
2020-12-15 12:13:46-03:00,,9689.0
2020-12-15 12:13:56-03:00,102943.0,
2020-12-15 12:18:46-03:00,,9689.0
2020-12-15 12:18:57-03:00,102945.0,
2020-12-15 12:23:47-03:00,,9689.0
2020-12-15 12:23:57-03:00,102948.0,
2020-12-15 12:28:47-03:00,,9689.0
2020-12-15 12:28:57-03:00,102950.0,
2020-12-15 12:33:47-03:00,,9689.0
2020-12-15 12:33:58-03:00,102953.0,
2020-12-15 12:38:48-03:00,,9689.0
2020-12-15 12:38:58-03:00,102955.0,
2020-12-15 12:43:48-03:00,,9689.0
2020-12-15 12:43:58-03:00,102958.0,
2020-12-15 12:48:48-03:00,,9690.0
2020-12-15 12:48:59-03:00,102960.0,
2020-12-15 12:53:48-03:00,,9691.0
2020-12-15 12:53:59-03:00,102963.0,
2020-12-15 12:58:49-03:00,,9691.0
2020-12-15 12:58:59-03:00,102965.0,
2020-12-15 13:03:49-03:00,,9692.0
2020-12-15 13:03:59-03:00,102968.0,
2020-12-15 13:08:49-03:00,,9693.0
2020-12-15 13:09:00-03:00,102970.0,
2020-12-15 13:13:50-03:00,,9693.0
2020-12-15 13:14:00-03:00,102973.0,
2020-12-15 13:18:50-03:00,,9694.0
2020-12-15 13:19:00-03:00,102975.0,
2020-12-15 13:23:50-03:00,,9695.0
2020-12-15 13:24:01-03:00,102978.0,
2020-12-15 13:28:51-03:00,,9695.0
2020-12-15 13:29:01-03:00,102981.0,
2020-12-15 13:33:51-03:00,,9695.0
2020-12-15 13:34:01-03:00,102983.0,
2020-12-15 13:38:51-03:00,,9695.0
2020-12-15 13:39:02-03:00,102986.0,
2020-12-15 13:43:52-03:00,,9695.0
2020-12-15 13:44:02-03:00,102988.0,
2020-12-15 13:48:52-03:00,,9695.0
2020-12-15 13:49:02-03:00,102990.0,
2020-12-15 13:53:52-03:00,,9695.0
2020-12-15 13:54:03-03:00,102993.0,
2020-12-15 13:58:53-03:00,,9695.0
2020-12-15 13:59:03-03:00,102995.0,
2020-12-15 14:03:53-03:00,,9695.0
2020-12-15 14:04:03-03:00,102997.0,
2020-12-15 14:08:53-03:00,,9695.0
2020-12-15 14:09:04-03:00,103000.0,
2020-12-15 14:13:54-03:00,,9695.0
2020-12-15 14:14:04-03:00,103002.0,
2020-12-15 14:18:54-03:00,,9695.0
2020-12-15 14:19:04-03:00,103004.0,
2020-12-15 14:23:54-03:00,,9695.0
2020-12-15 14:24:05-03:00,103007.0,
2020-12-15 14:28:55-03:00,,9695.0
2020-12-15 14:29:05-03:00,103009.0,
2020-12-15 14:33:55-03:00,,9695.0
2020-12-15 14:34:05-03:00,103011.0,
2020-12-15 14:38:55-03:00,,9695.0
2020-12-15 14:39:05-03:00,103014.0,
2020-12-15 14:43:55-03:00,,9695.0
2020-12-15 14:44:06-03:00,103016.0,
2020-12-15 14:48:56-03:00,,9695.0
2020-12-15 14:49:06-03:00,103019.0,
2020-12-15 14:53:56-03:00,,9695.0
2020-12-15 14:54:06-03:00,103022.0,
2020-12-15 14:58:56-03:00,,9695.0
2020-12-15 14:59:07-03:00,103024.0,
2020-12-15 15:03:57-03:00,,9695.0
2020-12-15 15:04:07-03:00,103026.0,
2020-12-15 15:08:57-03:00,,9696.0
2020-12-15 15:09:07-03:00,103028.0,
2020-12-15 15:13:57-03:00,,9697.0
2020-12-15 15:14:08-03:00,103031.0,
2020-12-15 15:18:58-03:00,,9697.0
2020-12-15 15:19:08-03:00,103033.0,
2020-12-15 15:23:58-03:00,,9698.0
2020-12-15 15:24:08-03:00,103036.0,
2020-12-15 15:28:58-03:00,,9699.0
2020-12-15 15:29:09-03:00,103039.0,
2020-12-15 15:33:59-03:00,,9699.0
2020-12-15 15:34:09-03:00,103041.0,
2020-12-15 15:38:59-03:00,,9700.0
2020-12-15 15:39:10-03:00,103044.0,
2020-12-15 15:43:59-03:00,,9701.0
2020-12-15 15:44:10-03:00,103046.0,
2020-12-15 15:49:00-03:00,,9701.0
2020-12-15 15:49:10-03:00,103049.0,
2020-12-15 15:54:00-03:00,,9701.0
2020-12-15 15:54:10-03:00,103051.0,
2020-12-15 15:59:00-03:00,,9701.0
2020-12-15 15:59:11-03:00,103054.0,
2020-12-15 16:04:01-03:00,,9701.0
2020-12-15 16:04:11-03:00,103057.0,
2020-12-15 16:09:01-03:00,,9701.0
2020-12-15 16:09:11-03:00,103059.0,
2020-12-15 16:14:01-03:00,,9701.0
2020-12-15 16:14:12-03:00,103061.0,
2020-12-15 16:19:02-03:00,,9701.0
2020-12-15 16:19:12-03:00,103064.0,
2020-12-15 16:24:02-03:00,,9701.0
2020-12-15 16:24:12-03:00,103066.0,
2020-12-15 16:29:02-03:00,,9701.0
2020-12-15 16:29:13-03:00,103068.0,
2020-12-15 16:34:02-03:00,,9701.0
2020-12-15 16:34:13-03:00,103071.0,
2020-12-15 16:39:03-03:00,,9701.0
2020-12-15 16:39:13-03:00,103073.0,
2020-12-15 16:44:03-03:00,,9701.0
2020-12-15 16:44:14-03:00,103075.0,
2020-12-15 16:49:03-03:00,,9701.0
2020-12-15 16:49:14-03:00,103077.0,
2020-12-15 16:54:04-03:00,,9701.0
2020-12-15 16:54:14-03:00,103079.0,
2020-12-15 16:59:04-03:00,,9701.0
2020-12-15 16:59:14-03:00,103082.0,
2020-12-15 17:04:04-03:00,,9701.0
2020-12-15 17:04:15-03:00,103084.0,
2020-12-15 17:09:05-03:00,,9701.0
2020-12-15 17:09:15-03:00,103086.0,
2020-12-15 17:14:05-03:00,,9701.0
2020-12-15 17:14:15-03:00,103089.0,
2020-12-15 17:19:05-03:00,,9701.0
2020-12-15 17:19:16-03:00,103091.0,
2020-12-15 17:24:06-03:00,,9701.0
2020-12-15 17:24:16-03:00,103094.0,
2020-12-15 17:29:06-03:00,,9701.0
2020-12-15 17:29:16-03:00,103097.0,
2020-12-15 17:34:06-03:00,,9702.0
2020-12-15 17:34:17-03:00,103100.0,
2020-12-15 17:39:07-03:00,,9703.0
2020-12-15 17:39:17-03:00,103103.0,
2020-12-15 17:44:07-03:00,,9703.0
2020-12-15 17:44:17-03:00,103105.0,
2020-12-15 17:49:07-03:00,,9704.0
2020-12-15 17:49:18-03:00,103108.0,
2020-12-15 17:54:08-03:00,,9705.0
2020-12-15 17:54:18-03:00,103111.0,
2020-12-15 17:59:08-03:00,,9705.0
2020-12-15 17:59:18-03:00,103114.0,
2020-12-15 18:04:08-03:00,,9706.0
2020-12-15 18:04:19-03:00,103116.0,
2020-12-15 18:09:09-03:00,,9707.0
2020-12-15 18:09:19-03:00,103119.0,
2020-12-15 18:14:09-03:00,,9707.0
2020-12-15 18:14:19-03:00,103122.0,
2020-12-15 18:19:09-03:00,,9707.0
2020-12-15 18:19:20-03:00,103124.0,
2020-12-15 18:24:10-03:00,,9707.0
2020-12-15 18:24:20-03:00,103127.0,
2020-12-15 18:29:10-03:00,,9707.0
2020-12-15 18:29:20-03:00,103130.0,
2020-12-15 18:34:10-03:00,,9707.0
2020-12-15 18:34:20-03:00,103133.0,
2020-12-15 18:39:10-03:00,,9707.0
2020-12-15 18:39:21-03:00,103136.0,
2020-12-15 18:44:11-03:00,,9707.0
2020-12-15 18:44:21-03:00,103139.0,
2020-12-15 18:49:11-03:00,,9707.0
2020-12-15 18:49:21-03:00,103142.0,
2020-12-15 18:54:11-03:00,,9707.0
2020-12-15 18:54:22-03:00,103145.0,
2020-12-15 18:59:12-03:00,,9707.0
2020-12-15 18:59:22-03:00,103148.0,
2020-12-15 19:04:12-03:00,,9707.0
2020-12-15 19:04:22-03:00,103151.0,
2020-12-15 19:09:12-03:00,,9707.0
2020-12-15 19:09:23-03:00,103153.0,
2020-12-15 19:14:13-03:00,,9707.0
2020-12-15 19:14:23-03:00,103155.0,
2020-12-15 19:19:13-03:00,,9707.0
2020-12-15 19:19:23-03:00,103158.0,
2020-12-15 19:24:13-03:00,,9707.0
2020-12-15 19:24:24-03:00,103161.0,
2020-12-15 19:29:14-03:00,,9707.0
2020-12-15 19:29:24-03:00,103164.0,
2020-12-15 19:34:14-03:00,,9707.0
2020-12-15 19:34:24-03:00,103167.0,
2020-12-15 19:39:14-03:00,,9708.0
2020-12-15 19:39:25-03:00,103169.0,
2020-12-15 19:44:15-03:00,,9708.0
2020-12-15 19:44:25-03:00,103173.0,
2020-12-15 19:49:15-03:00,,9709.0
2020-12-15 19:49:25-03:00,103176.0,
2020-12-15 19:54:15-03:00,,9710.0
2020-12-15 19:54:25-03:00,103179.0,
2020-12-15 19:59:16-03:00,,9710.0
2020-12-15 19:59:26-03:00,103182.0,
2020-12-15 20:04:16-03:00,,9711.0
2020-12-15 20:04:26-03:00,103186.0,
2020-12-15 20:09:16-03:00,,9712.0
2020-12-15 20:09:26-03:00,103189.0,
2020-12-15 20:14:17-03:00,,9712.0
2020-12-15 20:14:27-03:00,103193.0,
2020-12-15 20:19:17-03:00,,9713.0
2020-12-15 20:19:27-03:00,103197.0,
2020-12-15 20:24:17-03:00,,9713.0
2020-12-15 20:24:27-03:00,103201.0,
2020-12-15 20:29:18-03:00,,9713.0
2020-12-15 20:29:28-03:00,103204.0,
2020-12-15 20:34:18-03:00,,9713.0
2020-12-15 20:34:28-03:00,103208.0,
2020-12-15 20:39:18-03:00,,9713.0
2020-12-15 20:39:28-03:00,103212.0,
2020-12-15 20:44:18-03:00,,9713.0
2020-12-15 20:44:29-03:00,103216.0,
2020-12-15 20:49:19-03:00,,9713.0
2020-12-15 20:49:29-03:00,103220.0,
2020-12-15 20:54:19-03:00,,9713.0
2020-12-15 20:54:29-03:00,103223.0,
2020-12-15 20:59:19-03:00,,9713.0
2020-12-15 20:59:30-03:00,103227.0,
2020-12-15 21:04:20-03:00,,9713.0
2020-12-15 21:04:30-03:00,103231.0,
2020-12-15 21:09:20-03:00,,9713.0
2020-12-15 21:09:30-03:00,103235.0,
2020-12-15 21:14:20-03:00,,9713.0
2020-12-15 21:14:30-03:00,103239.0,
2020-12-15 21:19:21-03:00,,9713.0
2020-12-15 21:19:31-03:00,103242.0,
2020-12-15 21:24:21-03:00,,9714.0
2020-12-15 21:24:31-03:00,103246.0,
2020-12-15 21:29:21-03:00,,9714.0
2020-12-15 21:29:31-03:00,103249.0,
2020-12-15 21:34:22-03:00,,9715.0
2020-12-15 21:34:32-03:00,103252.0,
2020-12-15 21:39:22-03:00,,9716.0
2020-12-15 21:39:33-03:00,103255.0,
2020-12-15 21:44:22-03:00,,9716.0
2020-12-15 21:44:33-03:00,103258.0,
2020-12-15 21:49:23-03:00,,9717.0
2020-12-15 21:49:33-03:00,103262.0,
2020-12-15 21:54:23-03:00,,9718.0
2020-12-15 21:54:33-03:00,103265.0,
2020-12-15 21:59:23-03:00,,9718.0
2020-12-15 21:59:34-03:00,103268.0,
2020-12-15 22:04:24-03:00,,9719.0
2020-12-15 22:04:34-03:00,103271.0,
2020-12-15 22:09:24-03:00,,9720.0
2020-12-15 22:09:34-03:00,103274.0,
2020-12-15 22:14:24-03:00,,9720.0
2020-12-15 22:14:35-03:00,103276.0,
2020-12-15 22:19:25-03:00,,9720.0
2020-12-15 22:19:35-03:00,103279.0,
2020-12-15 22:24:25-03:00,,9720.0
2020-12-15 22:24:35-03:00,103281.0,
2020-12-15 22:29:25-03:00,,9720.0
2020-12-15 22:29:36-03:00,103284.0,
2020-12-15 22:34:25-03:00,,9720.0
2020-12-15 22:34:36-03:00,103287.0,
2020-12-15 22:39:26-03:00,,9720.0
2020-12-15 22:39:36-03:00,103289.0,
2020-12-15 22:44:26-03:00,,9720.0
2020-12-15 22:44:37-03:00,103291.0,
2020-12-15 22:49:26-03:00,,9720.0
2020-12-15 22:49:37-03:00,103293.0,
2020-12-15 22:54:27-03:00,,9720.0
2020-12-15 22:54:37-03:00,103294.0,
2020-12-15 22:59:27-03:00,,9720.0
2020-12-15 22:59:38-03:00,103296.0,
2020-12-15 23:04:27-03:00,,9720.0
2020-12-15 23:04:38-03:00,103298.0,
2020-12-15 23:09:28-03:00,,9720.0
2020-12-15 23:09:38-03:00,103299.0,
2020-12-15 23:14:28-03:00,,9720.0
2020-12-15 23:14:38-03:00,103301.0,
2020-12-15 23:19:28-03:00,,9720.0
2020-12-15 23:19:39-03:00,103303.0,
2020-12-15 23:24:29-03:00,,9720.0
2020-12-15 23:24:39-03:00,103305.0,
2020-12-15 23:29:29-03:00,,9720.0
2020-12-15 23:29:39-03:00,103307.0,
2020-12-15 23:34:29-03:00,,9720.0
2020-12-15 23:34:40-03:00,103309.0,
2020-12-15 23:39:30-03:00,,9720.0
