date,APR Las Canteras >> Pozo y Estanque >> Horómetro Pozo 3(20345),APR Las Canteras >> Pozo y Estanque >> Horómetro Pozo 1(4775)
2020-11-30 21:03:42-03:00,1777.0,61266.0
2020-11-30 21:08:43-03:00,1777.0,61266.0
2020-11-30 21:13:43-03:00,1778.0,61266.0
2020-11-30 21:18:43-03:00,1778.0,61266.0
2020-11-30 21:23:44-03:00,1778.0,61266.0
2020-11-30 21:28:44-03:00,1778.0,61266.0
2020-11-30 21:33:44-03:00,1778.0,61266.0
2020-11-30 21:38:45-03:00,1778.0,61266.0
2020-11-30 21:43:45-03:00,1778.0,61266.0
2020-11-30 21:48:45-03:00,1778.0,61266.0
2020-11-30 21:53:45-03:00,1778.0,61266.0
2020-11-30 21:58:46-03:00,1778.0,61266.0
2020-11-30 22:03:46-03:00,1778.0,61266.0
2020-11-30 22:08:46-03:00,1778.0,61266.0
2020-11-30 22:13:47-03:00,1778.0,61266.0
2020-11-30 22:18:47-03:00,1778.0,61266.0
2020-11-30 22:23:47-03:00,1778.0,61266.0
2020-11-30 22:28:48-03:00,1778.0,61266.0
2020-11-30 22:33:48-03:00,1778.0,61266.0
2020-11-30 22:38:48-03:00,1778.0,61266.0
2020-11-30 22:43:49-03:00,1778.0,61266.0
2020-11-30 22:48:49-03:00,1778.0,61266.0
2020-11-30 22:53:49-03:00,1778.0,61266.0
2020-11-30 22:58:50-03:00,1778.0,61266.0
2020-11-30 23:03:50-03:00,1779.0,61266.0
2020-11-30 23:08:50-03:00,1779.0,61266.0
2020-11-30 23:13:51-03:00,1779.0,61266.0
2020-11-30 23:18:51-03:00,1779.0,61266.0
2020-11-30 23:23:51-03:00,1779.0,61266.0
2020-11-30 23:28:51-03:00,1779.0,61266.0
2020-11-30 23:33:52-03:00,1779.0,61266.0
2020-11-30 23:38:52-03:00,1779.0,61266.0
2020-11-30 23:43:52-03:00,1779.0,61266.0
2020-11-30 23:48:53-03:00,1779.0,61266.0
2020-11-30 23:53:53-03:00,1779.0,61266.0
2020-11-30 23:58:53-03:00,1779.0,61266.0
2020-12-01 00:03:54-03:00,1779.0,61266.0
2020-12-01 00:08:54-03:00,1779.0,61266.0
2020-12-01 00:13:54-03:00,1779.0,61266.0
2020-12-01 00:18:55-03:00,1779.0,61266.0
2020-12-01 00:23:55-03:00,1779.0,61266.0
2020-12-01 00:28:55-03:00,1779.0,61266.0
2020-12-01 00:33:56-03:00,1780.0,61266.0
2020-12-01 00:38:56-03:00,1780.0,61266.0
2020-12-01 00:43:56-03:00,1780.0,61266.0
2020-12-01 00:48:56-03:00,1780.0,61266.0
2020-12-01 00:53:57-03:00,1780.0,61266.0
2020-12-01 00:58:57-03:00,1780.0,61266.0
2020-12-01 01:03:57-03:00,1780.0,61266.0
2020-12-01 01:08:58-03:00,1780.0,61266.0
2020-12-01 01:13:58-03:00,1780.0,61266.0
2020-12-01 01:18:58-03:00,1780.0,61266.0
2020-12-01 01:23:59-03:00,1780.0,61266.0
2020-12-01 01:28:59-03:00,1780.0,61266.0
2020-12-01 01:33:59-03:00,1780.0,61266.0
2020-12-01 01:39:00-03:00,1780.0,61266.0
2020-12-01 01:44:00-03:00,1780.0,61266.0
2020-12-01 01:49:00-03:00,1780.0,61266.0
2020-12-01 01:54:01-03:00,1780.0,61266.0
2020-12-01 01:59:01-03:00,1780.0,61266.0
2020-12-01 02:04:02-03:00,1780.0,61266.0
2020-12-01 02:09:02-03:00,1780.0,61266.0
2020-12-01 02:14:02-03:00,1780.0,61266.0
2020-12-01 02:19:03-03:00,1780.0,61266.0
2020-12-01 02:24:03-03:00,1780.0,61266.0
2020-12-01 02:29:03-03:00,1780.0,61266.0
2020-12-01 02:34:04-03:00,1781.0,61266.0
2020-12-01 02:39:04-03:00,1781.0,61266.0
2020-12-01 02:44:04-03:00,1781.0,61266.0
2020-12-01 02:49:04-03:00,1781.0,61266.0
2020-12-01 02:54:05-03:00,1781.0,61266.0
2020-12-01 02:59:05-03:00,1781.0,61266.0
2020-12-01 03:04:05-03:00,1781.0,61266.0
2020-12-01 03:09:06-03:00,1781.0,61266.0
2020-12-01 03:14:06-03:00,1781.0,61266.0
2020-12-01 03:19:06-03:00,1781.0,61266.0
2020-12-01 03:24:07-03:00,1781.0,61266.0
2020-12-01 03:29:07-03:00,1781.0,61266.0
2020-12-01 03:34:07-03:00,1781.0,61266.0
2020-12-01 03:39:08-03:00,1781.0,61266.0
2020-12-01 03:44:08-03:00,1781.0,61266.0
2020-12-01 03:49:08-03:00,1781.0,61266.0
2020-12-01 03:54:09-03:00,1781.0,61266.0
2020-12-01 03:59:09-03:00,1781.0,61266.0
2020-12-01 04:04:09-03:00,1781.0,61266.0
2020-12-01 04:09:10-03:00,1782.0,61266.0
2020-12-01 04:14:10-03:00,1782.0,61266.0
2020-12-01 04:19:10-03:00,1782.0,61266.0
2020-12-01 04:24:11-03:00,1782.0,61266.0
2020-12-01 04:29:11-03:00,1782.0,61266.0
2020-12-01 04:34:11-03:00,1782.0,61266.0
2020-12-01 04:39:12-03:00,1782.0,61266.0
2020-12-01 04:44:12-03:00,1782.0,61266.0
2020-12-01 04:49:12-03:00,1782.0,61266.0
2020-12-01 04:54:12-03:00,1782.0,61266.0
2020-12-01 04:59:13-03:00,1782.0,61266.0
2020-12-01 05:04:13-03:00,1782.0,61266.0
2020-12-01 05:09:13-03:00,1782.0,61266.0
2020-12-01 05:14:14-03:00,1782.0,61266.0
2020-12-01 05:19:14-03:00,1782.0,61266.0
2020-12-01 05:24:14-03:00,1782.0,61266.0
2020-12-01 05:29:15-03:00,1782.0,61266.0
2020-12-01 05:34:15-03:00,1782.0,61266.0
2020-12-01 05:39:15-03:00,1782.0,61266.0
2020-12-01 05:44:16-03:00,1782.0,61266.0
2020-12-01 05:49:16-03:00,1782.0,61266.0
2020-12-01 05:54:16-03:00,1782.0,61266.0
2020-12-01 05:59:17-03:00,1782.0,61266.0
2020-12-01 06:04:17-03:00,1782.0,61266.0
2020-12-01 06:09:17-03:00,1782.0,61266.0
2020-12-01 06:14:17-03:00,1783.0,61266.0
2020-12-01 06:19:18-03:00,1783.0,61266.0
2020-12-01 06:24:18-03:00,1783.0,61266.0
2020-12-01 06:29:18-03:00,1783.0,61266.0
2020-12-01 06:34:19-03:00,1783.0,61266.0
2020-12-01 06:39:19-03:00,1783.0,61266.0
2020-12-01 06:44:19-03:00,1783.0,61266.0
2020-12-01 06:49:20-03:00,1783.0,61266.0
